ACCOUNT,SERVICE,VISIT
569474,ATM,3
569474,ATM,4
569497,ATM,1
569497,ATM,2
569569,CKING,1
569569,SVG,2
569569,ATM,3
569569,AUTO,4
569569,AUTO,5
569572,CKING,1
569572,ATM,2
569572,ATM,3
569788,SVG,1
569788,ATM,2
569788,ATM,3
569922,CKING,1
569922,ATM,2
569922,ATM,3
569943,IRA,1
569943,IRA,2
569952,SVG,1
569952,SVG,2
569988,CKING,1
569988,CD,2
569988,CD,3
570037,CKING,1
570037,SVG,2
570037,CD,3
570037,CD,4
570092,CKING,1
570092,SVG,2
570092,ATM,3
570092,ATM,4
570313,CKING,1
570313,CCRD,2
570313,CCRD,3
570319,CKING,1
570319,CCRD,2
570319,PLOAN,3
570319,PLOAN,4
570340,CKING,1
570340,SVG,2
570340,CD,3
570340,ATM,4
570340,HMEQLC,5
570340,AUTO,6
570340,AUTO,7
570434,CKING,1
570434,CD,2
570434,CCRD,3
570434,HMEQLC,4
570434,PLOAN,5
570434,PLOAN,6
570460,CKING,1
570460,SVG,2
570460,ATM,3
570460,ATM,4
570692,CKING,1
570692,SVG,2
570692,CCRD,3
570692,CCRD,4
571016,CKING,1
571016,SVG,2
571016,MTG,3
571016,MTG,4
571049,CKING,1
571049,MMDA,2
571049,ATM,3
571049,ATM,4
571069,CKING,1
571069,ATM,2
571069,AUTO,3
571069,AUTO,4
571098,CKING,1
571098,SVG,2
571098,SVG,3
571115,CKING,1
571115,SVG,2
571115,CD,3
571115,CD,4
571132,CKING,1
571132,SVG,2
571132,ATM,3
571132,CCRD,4
571132,CCRD,5
571140,CKING,1
571140,ATM,2
571140,CCRD,3
571140,CCRD,4
571218,CKING,1
571218,SVG,2
571218,HMEQLC,3
571218,CKCRD,4
571218,CKCRD,5
571276,CKING,1
571276,HMEQLC,2
571276,HMEQLC,3
571318,CKING,1
571318,SVG,2
571318,ATM,3
571318,AUTO,4
571318,AUTO,5
571417,CKING,1
571417,SVG,2
571417,ATM,3
571417,ATM,4
571531,CKING,1
571531,SVG,2
571531,ATM,3
571531,CCRD,4
571531,HMEQLC,5
571531,HMEQLC,6
571585,SVG,1
571585,SVG,2
571698,CKING,1
571698,SVG,2
571698,CCRD,3
571698,MTG,4
571698,CKCRD,5
571698,CKCRD,6
571713,CKING,1
571713,MMDA,2
571713,ATM,3
571713,TRUST,4
571713,TRUST,5
571890,CKING,1
571890,CKCRD,2
571890,CKCRD,3
571910,CKING,1
571910,SVG,2
571910,ATM,3
571910,ATM,4
571922,CKING,1
571922,SVG,2
571922,ATM,3
571922,ATM,4
572457,CKING,1
572457,SVG,2
572457,HMEQLC,3
572457,HMEQLC,4
572513,CKING,1
572513,SVG,2
572513,ATM,3
572513,ATM,4
572531,AUTO,1
572531,AUTO,2
572533,AUTO,1
572533,AUTO,2
572578,CKING,1
572578,ATM,2
572578,ATM,3
572602,CKING,1
572602,MMDA,2
572602,SVG,3
572602,SVG,4
572740,CKING,1
572740,SVG,2
572740,SVG,3
572751,CKING,1
572751,CCRD,2
572751,CCRD,3
572807,SVG,1
572807,SVG,2
572876,CKING,1
572876,SVG,2
572876,ATM,3
572876,ATM,4
572904,CKING,1
572904,SVG,2
572904,SVG,3
573017,CKING,1
573017,MMDA,2
573017,CCRD,3
573017,CCRD,4
573138,CKING,1
573138,SVG,2
573138,ATM,3
573138,ATM,4
573152,CKING,1
573152,SVG,2
573152,ATM,3
573152,ATM,4
573210,CKING,1
573210,SVG,2
573210,ATM,3
573210,HMEQLC,4
573210,HMEQLC,5
573211,CKING,1
573211,SVG,2
573211,CCRD,3
573211,HMEQLC,4
573211,MTG,5
573211,CKCRD,6
573211,CKCRD,7
573378,CKING,1
573378,SVG,2
573378,IRA,3
573378,IRA,4
573401,CKING,1
573401,SVG,2
573401,CD,3
573401,IRA,4
573401,IRA,5
573510,CKING,1
573510,MMDA,2
573510,SVG,3
573510,SVG,4
573571,CKING,1
573571,MMDA,2
573571,IRA,3
573571,IRA,4
573624,CKING,1
573624,SVG,2
573624,IRA,3
573624,IRA,4
573635,CKING,1
573635,MMDA,2
573635,IRA,3
573635,IRA,4
573637,SVG,1
573637,CD,2
573637,TRUST,3
573637,TRUST,4
573697,CKING,1
573697,ATM,2
573697,CCRD,3
573697,CCRD,4
573759,CKING,1
573759,CKING,2
573927,CKING,1
573927,SVG,2
573927,AUTO,3
573927,AUTO,4
574192,IRA,1
574192,IRA,2
574365,CKING,1
574365,SVG,2
574365,ATM,3
574365,ATM,4
574420,CKING,1
574420,SVG,2
574420,SVG,3
574517,CKING,1
574517,SVG,2
574517,IRA,3
574517,ATM,4
574517,HMEQLC,5
574517,HMEQLC,6
574609,CKING,1
574609,SVG,2
574609,IRA,3
574609,ATM,4
574609,ATM,5
574663,CKING,1
574663,SVG,2
574663,CD,3
574663,HMEQLC,4
574663,HMEQLC,5
574665,AUTO,1
574665,AUTO,2
574683,CKING,1
574683,SVG,2
574683,CD,3
574683,HMEQLC,4
574683,TRUST,5
574683,TRUST,6
574714,CKING,1
574714,MMDA,2
574714,SVG,3
574714,SVG,4
574743,CKING,1
574743,SVG,2
574743,CD,3
574743,ATM,4
574743,ATM,5
574797,CKING,1
574797,MMDA,2
574797,MMDA,3
574841,CKING,1
574841,SVG,2
574841,ATM,3
574841,ATM,4
574962,SVG,1
574962,SVG,2
575105,CKING,1
575105,CKING,2
575126,CKING,1
575126,SVG,2
575126,CD,3
575126,IRA,4
575126,CCRD,5
575126,CCRD,6
575153,CKING,1
575153,CKING,2
575346,CKING,1
575346,MMDA,2
575346,MMDA,3
575380,CKING,1
575380,SVG,2
575380,ATM,3
575380,ATM,4
575390,CKING,1
575390,MMDA,2
575390,CD,3
575390,CD,4
575436,CKING,1
575436,SVG,2
575436,CCRD,3
575436,CCRD,4
575523,CKING,1
575523,SVG,2
575523,HMEQLC,3
575523,AUTO,4
575523,AUTO,5
575647,CKING,1
575647,SVG,2
575647,CD,3
575647,CD,4
575679,CKING,1
575679,MMDA,2
575679,SVG,3
575679,ATM,4
575679,HMEQLC,5
575679,HMEQLC,6
575731,CKING,1
575731,SVG,2
575731,ATM,3
575731,AUTO,4
575731,AUTO,5
575764,CKING,1
575764,SVG,2
575764,CCRD,3
575764,HMEQLC,4
575764,CKCRD,5
575764,CKCRD,6
575840,CKING,1
575840,SVG,2
575840,SVG,3
575855,CKING,1
575855,MTG,2
575855,MTG,3
575883,CKING,1
575883,CD,2
575883,CD,3
576184,CKING,1
576184,SVG,2
576184,IRA,3
576184,IRA,4
576259,CKING,1
576259,CD,2
576259,CD,3
576262,SVG,1
576262,SVG,2
576338,CKING,1
576338,MMDA,2
576338,SVG,3
576338,PLOAN,4
576338,PLOAN,5
576384,CKING,1
576384,MMDA,2
576384,SVG,3
576384,ATM,4
576384,TRUST,5
576384,TRUST,6
576420,CKING,1
576420,SVG,2
576420,IRA,3
576420,CKCRD,4
576420,CKCRD,5
576531,CKING,1
576531,MMDA,2
576531,SVG,3
576531,CCRD,4
576531,MTG,5
576531,MTG,6
576533,CKING,1
576533,ATM,2
576533,MTG,3
576533,MTG,4
576655,CKING,1
576655,SVG,2
576655,CCRD,3
576655,CCRD,4
576738,CKING,1
576738,SVG,2
576738,CKCRD,3
576738,CKCRD,4
576874,CKING,1
576874,ATM,2
576874,ATM,3
576903,CKING,1
576903,ATM,2
576903,ATM,3
577041,CKING,1
577041,SVG,2
577041,HMEQLC,3
577041,AUTO,4
577041,CKCRD,5
577041,CKCRD,6
577066,SVG,1
577066,CD,2
577066,AUTO,3
577066,AUTO,4
577143,CKING,1
577143,CKING,2
577152,CKING,1
577152,MMDA,2
577152,MMDA,3
577163,CKING,1
577163,SVG,2
577163,ATM,3
577163,HMEQLC,4
577163,HMEQLC,5
577203,CKING,1
577203,ATM,2
577203,CCRD,3
577203,HMEQLC,4
577203,HMEQLC,5
577211,CKING,1
577211,CD,2
577211,CD,3
577224,CKING,1
577224,SVG,2
577224,ATM,3
577224,HMEQLC,4
577224,AUTO,5
577224,AUTO,6
577270,CKING,1
577270,MTG,2
577270,MTG,3
577277,MMDA,1
577277,SVG,2
577277,SVG,3
577311,CKING,1
577311,SVG,2
577311,CD,3
577311,ATM,4
577311,AUTO,5
577311,AUTO,6
577357,CKING,1
577357,CD,2
577357,CD,3
577384,CKING,1
577384,SVG,2
577384,CD,3
577384,CD,4
577466,CKING,1
577466,MMDA,2
577466,MMDA,3
577502,CKING,1
577502,SVG,2
577502,ATM,3
577502,HMEQLC,4
577502,AUTO,5
577502,AUTO,6
577513,CKING,1
577513,CD,2
577513,AUTO,3
577513,AUTO,4
577596,CKING,1
577596,SVG,2
577596,ATM,3
577596,MTG,4
577596,MTG,5
577683,CKING,1
577683,SVG,2
577683,ATM,3
577683,ATM,4
577709,CKING,1
577709,CKING,2
577729,CKING,1
577729,SVG,2
577729,ATM,3
577729,CCRD,4
577729,CCRD,5
577752,CKING,1
577752,SVG,2
577752,IRA,3
577752,ATM,4
577752,ATM,5
577754,CKING,1
577754,SVG,2
577754,CCRD,3
577754,MTG,4
577754,MTG,5
577877,CKING,1
577877,SVG,2
577877,ATM,3
577877,ATM,4
578009,ATM,1
578009,ATM,2
578165,CKING,1
578165,MMDA,2
578165,SVG,3
578165,CD,4
578165,ATM,5
578165,ATM,6
578232,CKING,1
578232,SVG,2
578232,IRA,3
578232,IRA,4
578335,CKING,1
578335,SVG,2
578335,SVG,3
578420,CKING,1
578420,SVG,2
578420,CD,3
578420,TRUST,4
578420,TRUST,5
578712,CKING,1
578712,SVG,2
578712,ATM,3
578712,MTG,4
578712,MTG,5
578729,CKING,1
578729,SVG,2
578729,CD,3
578729,IRA,4
578729,CCRD,5
578729,CCRD,6
578744,CKING,1
578744,SVG,2
578744,SVG,3
578768,ATM,1
578768,ATM,2
578805,CKING,1
578805,SVG,2
578805,CD,3
578805,HMEQLC,4
578805,TRUST,5
578805,PLOAN,6
578805,AUTO,7
578805,AUTO,8
578866,CKING,1
578866,SVG,2
578866,CD,3
578866,ATM,4
578866,ATM,5
578953,CD,1
578953,CD,2
579051,CD,1
579051,CD,2
579130,CD,1
579130,CD,2
579143,CKING,1
579143,SVG,2
579143,CKCRD,3
579143,CKCRD,4
579165,CKING,1
579165,SVG,2
579165,IRA,3
579165,ATM,4
579165,ATM,5
579290,CKING,1
579290,MMDA,2
579290,SVG,3
579290,ATM,4
579290,CCRD,5
579290,MTG,6
579290,TRUST,7
579290,TRUST,8
579293,CKING,1
579293,SVG,2
579293,IRA,3
579293,ATM,4
579293,HMEQLC,5
579293,HMEQLC,6
579352,AUTO,1
579352,AUTO,2
579420,CKING,1
579420,CKING,2
579495,CKING,1
579495,SVG,2
579495,CD,3
579495,ATM,4
579495,ATM,5
579504,CKING,1
579504,SVG,2
579504,CCRD,3
579504,HMEQLC,4
579504,MTG,5
579504,MTG,6
579505,CKING,1
579505,SVG,2
579505,ATM,3
579505,HMEQLC,4
579505,MTG,5
579505,MTG,6
579523,CKING,1
579523,SVG,2
579523,SVG,3
579559,CKING,1
579559,SVG,2
579559,ATM,3
579559,ATM,4
579641,CKING,1
579641,MMDA,2
579641,IRA,3
579641,TRUST,4
579641,TRUST,5
579672,CKING,1
579672,ATM,2
579672,HMEQLC,3
579672,HMEQLC,4
579783,CKING,1
579783,SVG,2
579783,ATM,3
579783,HMEQLC,4
579783,MTG,5
579783,MTG,6
579815,CKING,1
579815,SVG,2
579815,ATM,3
579815,AUTO,4
579815,AUTO,5
579872,CKING,1
579872,SVG,2
579872,AUTO,3
579872,CKCRD,4
579872,CKCRD,5
579900,CKING,1
579900,SVG,2
579900,CD,3
579900,CCRD,4
579900,TRUST,5
579900,CKCRD,6
579900,CKCRD,7
580100,CD,1
580100,CD,2
580127,CKING,1
580127,SVG,2
580127,SVG,3
580145,CKING,1
580145,MMDA,2
580145,SVG,3
580145,ATM,4
580145,ATM,5
580283,CKING,1
580283,MMDA,2
580283,CD,3
580283,CCRD,4
580283,CKCRD,5
580283,CKCRD,6
580321,CKING,1
580321,SVG,2
580321,CD,3
580321,TRUST,4
580321,TRUST,5
580325,SVG,1
580325,CD,2
580325,CD,3
580353,CKING,1
580353,SVG,2
580353,ATM,3
580353,ATM,4
580387,CKING,1
580387,MMDA,2
580387,SVG,3
580387,CD,4
580387,ATM,5
580387,ATM,6
580713,CKING,1
580713,CKING,2
580843,CKING,1
580843,CKING,2
580844,CKING,1
580844,MMDA,2
580844,MMDA,3
580979,CKING,1
580979,SVG,2
580979,SVG,3
581054,CKING,1
581054,CKING,2
581275,CKING,1
581275,CD,2
581275,ATM,3
581275,CCRD,4
581275,CCRD,5
581372,CKING,1
581372,ATM,2
581372,ATM,3
581438,CKING,1
581438,CD,2
581438,ATM,3
581438,ATM,4
581449,CKING,1
581449,MMDA,2
581449,CD,3
581449,CCRD,4
581449,HMEQLC,5
581449,MTG,6
581449,CKCRD,7
581449,CKCRD,8
581561,CKING,1
581561,SVG,2
581561,CD,3
581561,ATM,4
581561,MTG,5
581561,MTG,6
581680,CKING,1
581680,ATM,2
581680,ATM,3
581683,SVG,1
581683,ATM,2
581683,ATM,3
581700,CKING,1
581700,MMDA,2
581700,SVG,3
581700,CD,4
581700,CCRD,5
581700,CCRD,6
581707,CKING,1
581707,SVG,2
581707,ATM,3
581707,AUTO,4
581707,AUTO,5
581743,CKING,1
581743,SVG,2
581743,ATM,3
581743,AUTO,4
581743,AUTO,5
581766,CKING,1
581766,CKING,2
581792,CKING,1
581792,HMEQLC,2
581792,HMEQLC,3
581845,CKING,1
581845,MMDA,2
581845,SVG,3
581845,CCRD,4
581845,TRUST,5
581845,CKCRD,6
581845,CKCRD,7
581850,ATM,1
581850,ATM,2
581999,CKING,1
581999,MMDA,2
581999,CD,3
581999,CD,4
582044,CKING,1
582044,SVG,2
582044,ATM,3
582044,ATM,4
582049,SVG,1
582049,SVG,2
582211,CKING,1
582211,SVG,2
582211,SVG,3
582251,CKING,1
582251,CKING,2
582304,CKING,1
582304,SVG,2
582304,ATM,3
582304,HMEQLC,4
582304,HMEQLC,5
582377,CKING,1
582377,SVG,2
582377,ATM,3
582377,HMEQLC,4
582377,HMEQLC,5
582383,CKING,1
582383,SVG,2
582383,CD,3
582383,IRA,4
582383,ATM,5
582383,ATM,6
582415,CKING,1
582415,SVG,2
582415,CD,3
582415,ATM,4
582415,MTG,5
582415,TRUST,6
582415,TRUST,7
582501,ATM,1
582501,ATM,2
582518,CKING,1
582518,SVG,2
582518,SVG,3
582532,CKING,1
582532,CCRD,2
582532,MTG,3
582532,CKCRD,4
582532,CKCRD,5
582555,CKING,1
582555,SVG,2
582555,IRA,3
582555,ATM,4
582555,ATM,5
582629,CKING,1
582629,ATM,2
582629,PLOAN,3
582629,PLOAN,4
582668,CKING,1
582668,ATM,2
582668,PLOAN,3
582668,PLOAN,4
582715,CKING,1
582715,MMDA,2
582715,CKCRD,3
582715,CKCRD,4
582757,CKING,1
582757,MMDA,2
582757,CD,3
582757,CD,4
582796,CKING,1
582796,MMDA,2
582796,MMDA,3
582797,CKING,1
582797,SVG,2
582797,SVG,3
582806,CKING,1
582806,CKING,2
583125,CKING,1
583125,SVG,2
583125,ATM,3
583125,ATM,4
583139,CKING,1
583139,CKING,2
583144,CKING,1
583144,MMDA,2
583144,SVG,3
583144,CD,4
583144,CD,5
583175,CKING,1
583175,SVG,2
583175,ATM,3
583175,CCRD,4
583175,MTG,5
583175,MTG,6
583233,CKING,1
583233,SVG,2
583233,ATM,3
583233,CCRD,4
583233,PLOAN,5
583233,AUTO,6
583233,AUTO,7
583246,CKING,1
583246,SVG,2
583246,MTG,3
583246,CKCRD,4
583246,CKCRD,5
583304,CKING,1
583304,SVG,2
583304,CCRD,3
583304,HMEQLC,4
583304,MTG,5
583304,MTG,6
583385,CKING,1
583385,ATM,2
583385,ATM,3
583624,CKING,1
583624,SVG,2
583624,ATM,3
583624,CCRD,4
583624,HMEQLC,5
583624,MTG,6
583624,MTG,7
583658,CKING,1
583658,SVG,2
583658,ATM,3
583658,ATM,4
583726,CKING,1
583726,IRA,2
583726,IRA,3
583742,CKING,1
583742,SVG,2
583742,IRA,3
583742,ATM,4
583742,ATM,5
583754,CKING,1
583754,MMDA,2
583754,CD,3
583754,CKCRD,4
583754,CKCRD,5
583756,CKING,1
583756,SVG,2
583756,CD,3
583756,CCRD,4
583756,CKCRD,5
583756,CKCRD,6
583773,SVG,1
583773,MTG,2
583773,MTG,3
583865,CKING,1
583865,MMDA,2
583865,HMEQLC,3
583865,TRUST,4
583865,CKCRD,5
583865,CKCRD,6
583953,CKING,1
583953,SVG,2
583953,CD,3
583953,ATM,4
583953,CCRD,5
583953,TRUST,6
583953,TRUST,7
583958,CKING,1
583958,MMDA,2
583958,SVG,3
583958,IRA,4
583958,CCRD,5
583958,HMEQLC,6
583958,CKCRD,7
583958,CKCRD,8
583990,CKING,1
583990,SVG,2
583990,ATM,3
583990,AUTO,4
583990,AUTO,5
584086,CKING,1
584086,MMDA,2
584086,CD,3
584086,IRA,4
584086,CCRD,5
584086,TRUST,6
584086,CKCRD,7
584086,CKCRD,8
584305,CKING,1
584305,MMDA,2
584305,SVG,3
584305,MTG,4
584305,MTG,5
584329,CKING,1
584329,SVG,2
584329,MTG,3
584329,CKCRD,4
584329,CKCRD,5
584485,CKING,1
584485,SVG,2
584485,HMEQLC,3
584485,HMEQLC,4
584495,CKING,1
584495,MMDA,2
584495,SVG,3
584495,CD,4
584495,ATM,5
584495,AUTO,6
584495,AUTO,7
584498,CKING,1
584498,CKING,2
584517,CKING,1
584517,MMDA,2
584517,SVG,3
584517,CKCRD,4
584517,CKCRD,5
584599,CKING,1
584599,CKING,2
584614,CKING,1
584614,MMDA,2
584614,MMDA,3
584637,CKING,1
584637,SVG,2
584637,CCRD,3
584637,CKCRD,4
584637,CKCRD,5
584963,CKING,1
584963,MMDA,2
584963,IRA,3
584963,ATM,4
584963,CCRD,5
584963,HMEQLC,6
584963,AUTO,7
584963,AUTO,8
585014,CKING,1
585014,SVG,2
585014,SVG,3
585063,CKING,1
585063,SVG,2
585063,ATM,3
585063,MTG,4
585063,MTG,5
585072,SVG,1
585072,SVG,2
585122,CKING,1
585122,SVG,2
585122,ATM,3
585122,CCRD,4
585122,CCRD,5
585245,CKING,1
585245,SVG,2
585245,ATM,3
585245,HMEQLC,4
585245,HMEQLC,5
585269,CD,1
585269,CD,2
585342,CKING,1
585342,CCRD,2
585342,MTG,3
585342,MTG,4
585611,CKING,1
585611,CD,2
585611,CD,3
585680,CKING,1
585680,SVG,2
585680,CCRD,3
585680,MTG,4
585680,CKCRD,5
585680,CKCRD,6
585745,CKING,1
585745,HMEQLC,2
585745,HMEQLC,3
585755,CKING,1
585755,SVG,2
585755,ATM,3
585755,ATM,4
585790,CKING,1
585790,IRA,2
585790,ATM,3
585790,ATM,4
585967,MMDA,1
585967,MMDA,2
585996,CKING,1
585996,CD,2
585996,CD,3
586083,CKING,1
586083,ATM,2
586083,AUTO,3
586083,AUTO,4
586110,CKING,1
586110,SVG,2
586110,CCRD,3
586110,HMEQLC,4
586110,CKCRD,5
586110,CKCRD,6
586205,CKING,1
586205,SVG,2
586205,SVG,3
586406,CKING,1
586406,SVG,2
586406,AUTO,3
586406,AUTO,4
586410,CKING,1
586410,MMDA,2
586410,CCRD,3
586410,HMEQLC,4
586410,MTG,5
586410,CKCRD,6
586410,CKCRD,7
586609,CKING,1
586609,SVG,2
586609,ATM,3
586609,AUTO,4
586609,AUTO,5
586655,CKING,1
586655,MMDA,2
586655,ATM,3
586655,ATM,4
586909,CKING,1
586909,MMDA,2
586909,CD,3
586909,CD,4
586996,CKING,1
586996,SVG,2
586996,ATM,3
586996,ATM,4
587076,CKING,1
587076,SVG,2
587076,HMEQLC,3
587076,MTG,4
587076,CKCRD,5
587076,CKCRD,6
587185,CKING,1
587185,SVG,2
587185,HMEQLC,3
587185,HMEQLC,4
587306,CKING,1
587306,IRA,2
587306,IRA,3
587373,CKING,1
587373,SVG,2
587373,SVG,3
587395,CKING,1
587395,MMDA,2
587395,SVG,3
587395,CCRD,4
587395,CKCRD,5
587395,CKCRD,6
587454,CKING,1
587454,SVG,2
587454,ATM,3
587454,HMEQLC,4
587454,HMEQLC,5
587456,ATM,1
587456,ATM,2
587487,CKING,1
587487,MMDA,2
587487,SVG,3
587487,CD,4
587487,ATM,5
587487,ATM,6
587513,CKING,1
587513,MMDA,2
587513,SVG,3
587513,ATM,4
587513,TRUST,5
587513,TRUST,6
587589,CKING,1
587589,SVG,2
587589,CD,3
587589,CCRD,4
587589,CKCRD,5
587589,CKCRD,6
587592,CKING,1
587592,ATM,2
587592,ATM,3
587638,CKING,1
587638,MMDA,2
587638,SVG,3
587638,CD,4
587638,ATM,5
587638,ATM,6
587699,CKING,1
587699,SVG,2
587699,ATM,3
587699,AUTO,4
587699,AUTO,5
587758,CKING,1
587758,CKING,2
587817,SVG,1
587817,SVG,2
587921,CKING,1
587921,MMDA,2
587921,SVG,3
587921,IRA,4
587921,ATM,5
587921,ATM,6
587954,CKING,1
587954,IRA,2
587954,IRA,3
588002,CKING,1
588002,CKING,2
588106,CKING,1
588106,MMDA,2
588106,ATM,3
588106,TRUST,4
588106,TRUST,5
588129,CKING,1
588129,CKING,2
588152,CKING,1
588152,SVG,2
588152,CD,3
588152,AUTO,4
588152,AUTO,5
588175,CKING,1
588175,SVG,2
588175,CKCRD,3
588175,CKCRD,4
588205,CKING,1
588205,SVG,2
588205,CD,3
588205,IRA,4
588205,TRUST,5
588205,TRUST,6
588206,CKING,1
588206,CD,2
588206,CD,3
588265,CKING,1
588265,MMDA,2
588265,IRA,3
588265,IRA,4
588316,SVG,1
588316,SVG,2
588410,CKING,1
588410,MMDA,2
588410,CD,3
588410,IRA,4
588410,IRA,5
588474,CKING,1
588474,SVG,2
588474,CD,3
588474,CD,4
588544,CKING,1
588544,SVG,2
588544,ATM,3
588544,HMEQLC,4
588544,AUTO,5
588544,AUTO,6
588546,CKING,1
588546,SVG,2
588546,CKCRD,3
588546,CKCRD,4
588569,CKING,1
588569,SVG,2
588569,AUTO,3
588569,AUTO,4
588652,AUTO,1
588652,AUTO,2
588726,CKING,1
588726,HMEQLC,2
588726,HMEQLC,3
588916,CKING,1
588916,SVG,2
588916,CD,3
588916,ATM,4
588916,CCRD,5
588916,CCRD,6
588972,CKING,1
588972,SVG,2
588972,HMEQLC,3
588972,HMEQLC,4
588992,CKING,1
588992,AUTO,2
588992,AUTO,3
588995,SVG,1
588995,SVG,2
589010,CKING,1
589010,SVG,2
589010,HMEQLC,3
589010,PLOAN,4
589010,CKCRD,5
589010,CKCRD,6
589060,CKING,1
589060,SVG,2
589060,HMEQLC,3
589060,HMEQLC,4
589136,CKING,1
589136,SVG,2
589136,CD,3
589136,ATM,4
589136,ATM,5
589218,CKING,1
589218,SVG,2
589218,SVG,3
589239,CD,1
589239,CD,2
589590,CKING,1
589590,MMDA,2
589590,SVG,3
589590,SVG,4
589597,CKING,1
589597,SVG,2
589597,ATM,3
589597,ATM,4
589705,SVG,1
589705,SVG,2
589721,CKING,1
589721,SVG,2
589721,CCRD,3
589721,CKCRD,4
589721,CKCRD,5
589739,SVG,1
589739,ATM,2
589739,ATM,3
589745,CKING,1
589745,SVG,2
589745,IRA,3
589745,ATM,4
589745,ATM,5
589752,CKING,1
589752,SVG,2
589752,SVG,3
589756,CKING,1
589756,CD,2
589756,CD,3
589798,SVG,1
589798,SVG,2
589857,CKING,1
589857,SVG,2
589857,SVG,3
589858,CKING,1
589858,ATM,2
589858,CCRD,3
589858,CCRD,4
589904,CKING,1
589904,CKING,2
590120,CKING,1
590120,ATM,2
590120,HMEQLC,3
590120,MTG,4
590120,MTG,5
590167,CKING,1
590167,MMDA,2
590167,SVG,3
590167,CD,4
590167,HMEQLC,5
590167,AUTO,6
590167,CKCRD,7
590167,CKCRD,8
590191,SVG,1
590191,MTG,2
590191,MTG,3
590192,CKING,1
590192,CKING,2
590273,CKING,1
590273,CKING,2
590358,CKING,1
590358,SVG,2
590358,CD,3
590358,CCRD,4
590358,CCRD,5
590367,CKING,1
590367,ATM,2
590367,ATM,3
590516,CKING,1
590516,MMDA,2
590516,SVG,3
590516,IRA,4
590516,TRUST,5
590516,TRUST,6
590645,CKING,1
590645,SVG,2
590645,ATM,3
590645,ATM,4
590701,SVG,1
590701,SVG,2
590748,CKING,1
590748,SVG,2
590748,SVG,3
590778,ATM,1
590778,ATM,2
590788,CKING,1
590788,SVG,2
590788,ATM,3
590788,ATM,4
590813,CKING,1
590813,SVG,2
590813,CCRD,3
590813,MTG,4
590813,MTG,5
590860,SVG,1
590860,CD,2
590860,IRA,3
590860,IRA,4
590922,CKING,1
590922,SVG,2
590922,CD,3
590922,IRA,4
590922,IRA,5
591075,CKING,1
591075,SVG,2
591075,SVG,3
591108,CKING,1
591108,CD,2
591108,CD,3
591159,SVG,1
591159,CD,2
591159,CD,3
591203,CKING,1
591203,SVG,2
591203,CCRD,3
591203,CCRD,4
591220,CKING,1
591220,MMDA,2
591220,SVG,3
591220,CCRD,4
591220,CKCRD,5
591220,CKCRD,6
591250,CKING,1
591250,SVG,2
591250,ATM,3
591250,HMEQLC,4
591250,MTG,5
591250,MTG,6
591257,CKING,1
591257,ATM,2
591257,HMEQLC,3
591257,HMEQLC,4
591281,CKING,1
591281,SVG,2
591281,CD,3
591281,CD,4
591288,CKING,1
591288,MMDA,2
591288,CD,3
591288,ATM,4
591288,CCRD,5
591288,CCRD,6
591430,CKING,1
591430,SVG,2
591430,ATM,3
591430,ATM,4
591457,SVG,1
591457,SVG,2
591522,CKING,1
591522,SVG,2
591522,ATM,3
591522,AUTO,4
591522,AUTO,5
591637,CKING,1
591637,MMDA,2
591637,IRA,3
591637,IRA,4
591682,CKING,1
591682,CKING,2
591765,CKING,1
591765,SVG,2
591765,CD,3
591765,IRA,4
591765,ATM,5
591765,TRUST,6
591765,TRUST,7
591905,CKING,1
591905,SVG,2
591905,SVG,3
591926,CKING,1
591926,SVG,2
591926,CKCRD,3
591926,CKCRD,4
592066,CKING,1
592066,SVG,2
592066,CCRD,3
592066,AUTO,4
592066,CKCRD,5
592066,CKCRD,6
592079,CKING,1
592079,SVG,2
592079,IRA,3
592079,IRA,4
592090,CKING,1
592090,SVG,2
592090,CD,3
592090,ATM,4
592090,CCRD,5
592090,AUTO,6
592090,AUTO,7
592117,CKING,1
592117,SVG,2
592117,CD,3
592117,ATM,4
592117,ATM,5
592158,CKING,1
592158,SVG,2
592158,ATM,3
592158,AUTO,4
592158,AUTO,5
592225,CKING,1
592225,ATM,2
592225,ATM,3
592232,CKING,1
592232,CKING,2
592276,CKING,1
592276,SVG,2
592276,ATM,3
592276,HMEQLC,4
592276,HMEQLC,5
592294,CKING,1
592294,SVG,2
592294,ATM,3
592294,MTG,4
592294,MTG,5
592353,CKING,1
592353,SVG,2
592353,ATM,3
592353,ATM,4
592365,CKING,1
592365,SVG,2
592365,ATM,3
592365,MTG,4
592365,MTG,5
592373,IRA,1
592373,IRA,2
592423,IRA,1
592423,IRA,2
592510,CD,1
592510,CD,2
592524,SVG,1
592524,SVG,2
592553,CKING,1
592553,SVG,2
592553,SVG,3
592739,CKING,1
592739,CKING,2
592745,CKING,1
592745,IRA,2
592745,IRA,3
592784,CKING,1
592784,SVG,2
592784,CD,3
592784,CD,4
592841,CKING,1
592841,CKCRD,2
592841,CKCRD,3
592964,CKING,1
592964,SVG,2
592964,HMEQLC,3
592964,HMEQLC,4
593075,CKING,1
593075,MMDA,2
593075,SVG,3
593075,CD,4
593075,CCRD,5
593075,MTG,6
593075,CKCRD,7
593075,CKCRD,8
593228,CKING,1
593228,MMDA,2
593228,MMDA,3
593229,CKING,1
593229,CD,2
