,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_above_median
4783,Maidstone,47 Radio St,4,h,690000.0,PI,Sweeney,18/06/2016,9.2,3012.0,3.0,2.0,1.0,270.0,,,Maribyrnong City Council,-37.7798,144.8659,Western Metropolitan,3873.0,0
4784,Maidstone,4 Maple St,5,h,1350000.0,S,Biggin,19/11/2016,9.2,3012.0,5.0,3.0,2.0,527.0,358.0,2009.0,Maribyrnong City Council,-37.7746,144.8727,Western Metropolitan,3873.0,1
4785,Maidstone,38 Suffolk St,3,h,930000.0,SP,Jas,19/11/2016,9.2,3012.0,3.0,1.0,2.0,492.0,,,Maribyrnong City Council,-37.7909,144.8777,Western Metropolitan,3873.0,1
4786,Maidstone,32c Burns St,2,t,510000.0,SP,Sweeney,22/08/2016,9.2,3012.0,2.0,1.0,2.0,118.0,91.0,2014.0,Maribyrnong City Council,-37.787,144.8748,Western Metropolitan,3873.0,0
4787,Maidstone,3 Ringtail Cct,3,h,725500.0,SP,Biggin,22/08/2016,9.2,3012.0,3.0,2.0,2.0,214.0,,,Maribyrnong City Council,-37.7831,144.8825,Western Metropolitan,3873.0,0
4788,Maidstone,18 Wallace St,3,h,746000.0,S,Village,22/08/2016,9.2,3012.0,3.0,1.0,1.0,314.0,,1950.0,Maribyrnong City Council,-37.7877,144.8772,Western Metropolitan,3873.0,0
4789,Maidstone,191 Ballarat Rd,3,h,750000.0,VB,C21,23/04/2016,9.2,3012.0,2.0,2.0,1.0,782.0,,,Maribyrnong City Council,-37.7829,144.8684,Western Metropolitan,3873.0,0
4790,Maidstone,4/6 Crefden St,2,u,360000.0,PI,Pagan,23/04/2016,9.2,3012.0,3.0,2.0,1.0,0.0,90.0,,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan,3873.0,0
4791,Maidstone,2 Omar St,4,h,765000.0,SP,Biggin,24/09/2016,9.2,3012.0,4.0,1.0,2.0,672.0,,1955.0,Maribyrnong City Council,-37.7824,144.8704,Western Metropolitan,3873.0,0
4792,Maidstone,62 Suffolk St,4,h,1060000.0,S,Biggin,24/09/2016,9.2,3012.0,4.0,2.0,2.0,660.0,,,Maribyrnong City Council,-37.7905,144.8739,Western Metropolitan,3873.0,1
4793,Maidstone,1/11 Baird St,3,t,820000.0,S,Jellis,25/02/2017,9.2,3012.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3873.0,0
4794,Maidstone,40 Howard St,3,h,740000.0,S,Sweeney,25/02/2017,9.2,3012.0,3.0,1.0,2.0,333.0,,1950.0,Maribyrnong City Council,-37.7889,144.8787,Western Metropolitan,3873.0,0
4795,Maidstone,45 Norfolk St,2,h,770000.0,S,Sweeney,25/02/2017,9.2,3012.0,2.0,1.0,1.0,329.0,,1955.0,Maribyrnong City Council,-37.7887,144.8788,Western Metropolitan,3873.0,0
4796,Maidstone,1/12 Clarendon St,3,h,490000.0,SP,Biggin,26/07/2016,9.2,3012.0,3.0,1.0,2.0,269.0,80.0,1960.0,Maribyrnong City Council,-37.7844,144.8665,Western Metropolitan,3873.0,0
4797,Maidstone,11d Rooney St,3,t,657000.0,S,Nguyen,26/07/2016,9.2,3012.0,3.0,2.0,2.0,159.0,,,Maribyrnong City Council,-37.7846,144.87,Western Metropolitan,3873.0,0
4798,Maidstone,14 Madden St,2,h,830000.0,S,Rendina,27/11/2016,9.2,3012.0,2.0,1.0,2.0,318.0,,,Maribyrnong City Council,-37.7898,144.8817,Western Metropolitan,3873.0,0
4799,Maidstone,171 Mitchell St,4,h,675000.0,S,Sweeney,28/05/2016,9.2,3012.0,4.0,1.0,1.0,595.0,80.0,1950.0,Maribyrnong City Council,-37.7817,144.868,Western Metropolitan,3873.0,0
4800,Maidstone,13 Burns St,3,h,865000.0,SP,Jas,28/08/2016,9.2,3012.0,3.0,1.0,3.0,381.0,121.0,1940.0,Maribyrnong City Council,-37.7874,144.8763,Western Metropolitan,3873.0,0
4801,Maidstone,2/13 Radio St,2,t,600000.0,S,Jas,28/08/2016,9.2,3012.0,2.0,2.0,1.0,145.0,112.0,2012.0,Maribyrnong City Council,-37.7801,144.869,Western Metropolitan,3873.0,0
4802,Maidstone,14 Howard St,4,h,773000.0,S,Biggin,30/07/2016,9.2,3012.0,4.0,1.0,2.0,333.0,137.0,1970.0,Maribyrnong City Council,-37.7893,144.8818,Western Metropolitan,3873.0,0
4803,Maidstone,9 Verdun St,3,h,905000.0,S,Sweeney,30/07/2016,9.2,3012.0,3.0,1.0,1.0,686.0,,,Maribyrnong City Council,-37.782,144.8828,Western Metropolitan,3873.0,1
4804,Malvern,39 McKinley Av,3,h,2500000.0,S,Jellis,3/09/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4805,Malvern,17 Shaftesbury Av,4,h,3850000.0,PI,Jellis,3/09/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4806,Malvern,1/11 Mayfield Av,2,u,2660000.0,S,Jellis,3/12/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4807,Malvern,9/3 Irving St,2,u,570500.0,S,hockingstuart,4/03/2017,7.4,3144.0,2.0,1.0,2.0,0.0,,,Stonnington City Council,-37.8597,145.0318,Southern Metropolitan,4675.0,0
4808,Malvern,17/246 Wattletree Rd,2,u,1350000.0,VB,RT,4/03/2017,7.4,3144.0,2.0,2.0,2.0,0.0,,,Stonnington City Council,-37.8638,145.0379,Southern Metropolitan,4675.0,1
4809,Malvern,95 Claremont Av,4,h,2325000.0,S,Jellis,4/06/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4810,Malvern,35 Dixon St,3,h,2050000.0,S,Jellis,4/06/2016,7.4,3144.0,2.0,2.0,1.0,231.0,180.0,1890.0,Stonnington City Council,-37.8607,145.0373,Southern Metropolitan,4675.0,1
4811,Malvern,12 Hornsby St,4,h,2300000.0,S,Jellis,4/06/2016,7.4,3144.0,4.0,2.0,2.0,599.0,,1977.0,Stonnington City Council,-37.8493,145.0395,Southern Metropolitan,4675.0,1
4812,Malvern,3 Plant St,4,h,3460000.0,S,Jellis,4/06/2016,7.4,3144.0,4.0,2.0,2.0,502.0,309.0,2016.0,Stonnington City Council,-37.8515,145.0324,Southern Metropolitan,4675.0,1
4813,Malvern,67 Wheatland Rd,4,h,2400000.0,VB,Marshall,6/08/2016,7.4,3144.0,4.0,2.0,2.0,586.0,195.0,1890.0,Stonnington City Council,-37.866,145.039,Southern Metropolitan,4675.0,1
4814,Malvern,3/58 Cawkwell St,2,u,569000.0,S,Noel,7/05/2016,7.4,3144.0,2.0,1.0,2.0,0.0,,1970.0,Stonnington City Council,-37.854,145.041,Southern Metropolitan,4675.0,0
4815,Malvern,11 Eva St,3,h,2025000.0,VB,Jellis,7/05/2016,7.4,3144.0,3.0,2.0,2.0,396.0,105.0,1910.0,Stonnington City Council,-37.8562,145.0373,Southern Metropolitan,4675.0,1
4816,Malvern,19 Gordon Gr,3,h,1950000.0,S,Jellis,7/05/2016,7.4,3144.0,2.0,1.0,1.0,325.0,,,Stonnington City Council,-37.8636,145.0301,Southern Metropolitan,4675.0,1
4817,Malvern,35 Evandale Rd,3,h,1895000.0,S,Jellis,7/11/2016,7.4,3144.0,3.0,2.0,0.0,258.0,,,Stonnington City Council,-37.8644,145.0302,Southern Metropolitan,4675.0,1
4818,Malvern,2/64 Cawkwell St,2,u,635000.0,S,hockingstuart,8/10/2016,7.4,3144.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington City Council,-37.8537,145.041,Southern Metropolitan,4675.0,0
4819,Malvern,8/7 Warner St,2,u,611000.0,SP,Marshall,8/10/2016,7.4,3144.0,2.0,1.0,1.0,0.0,68.0,2008.0,Stonnington City Council,-37.8515,145.0372,Southern Metropolitan,4675.0,0
4820,Malvern,21a Claremont Av,2,u,1020000.0,S,Jellis,10/12/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4821,Malvern,51 Dixon St,2,h,1611000.0,S,Marshall,12/11/2016,7.4,3144.0,2.0,1.0,2.0,277.0,,,Stonnington City Council,-37.8586,145.0375,Southern Metropolitan,4675.0,1
4822,Malvern,41 Horace St,4,h,3800000.0,S,Kay,13/08/2016,7.4,3144.0,4.0,3.0,2.0,587.0,392.0,2016.0,Stonnington City Council,-37.8613,145.0393,Southern Metropolitan,4675.0,1
4823,Malvern,3/2 Cawkwell St,3,t,1390000.0,PI,Marshall,14/05/2016,7.4,3144.0,3.0,2.0,1.0,227.0,181.0,1995.0,Stonnington City Council,-37.8577,145.0406,Southern Metropolitan,4675.0,1
4824,Malvern,42 Cressy St,2,h,780000.0,VB,Jellis,14/05/2016,7.4,3144.0,2.0,0.0,0.0,0.0,,,Stonnington City Council,-37.8502,145.0418,Southern Metropolitan,4675.0,0
4825,Malvern,312 Glenferrie Rd,4,h,4700000.0,S,Marshall,14/05/2016,7.4,3144.0,4.0,3.0,2.0,879.0,,,Stonnington City Council,-37.8527,145.0301,Southern Metropolitan,4675.0,1
4826,Malvern,22 Milton Pde,3,h,2415000.0,S,Jellis,15/10/2016,7.4,3144.0,3.0,1.0,3.0,696.0,128.0,1910.0,Stonnington City Council,-37.8462,145.0386,Southern Metropolitan,4675.0,1
4827,Malvern,203/1 Norfolk Pl,2,u,710000.0,VB,Jellis,15/10/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,0
4828,Malvern,29/202 Wattletree Rd,2,u,566000.0,SP,hockingstuart,15/10/2016,7.4,3144.0,2.0,1.0,1.0,0.0,80.0,1970.0,Stonnington City Council,-37.8633,145.0338,Southern Metropolitan,4675.0,0
4829,Malvern,14 Woodmason St,3,h,1437000.0,S,hockingstuart,16/04/2016,7.4,3144.0,2.0,1.0,1.0,313.0,132.0,1910.0,Stonnington City Council,-37.8511,145.0317,Southern Metropolitan,4675.0,1
4830,Malvern,6/20 Johnstone St,2,t,500000.0,S,Thomson,16/07/2016,7.4,3144.0,2.0,1.0,1.0,0.0,54.0,1970.0,Stonnington City Council,-37.8693,145.0348,Southern Metropolitan,4675.0,0
4831,Malvern,304/361 Glenferrie Rd,2,u,1155000.0,S,Marshall,17/09/2016,7.4,3144.0,2.0,2.0,2.0,0.0,,2002.0,Stonnington City Council,-37.851,145.03,Southern Metropolitan,4675.0,1
4832,Malvern,9 Fraser St,3,h,3010000.0,S,Jellis,18/03/2017,7.4,3144.0,3.0,3.0,4.0,283.0,,,Stonnington City Council,-37.858000000000004,145.0351,Southern Metropolitan,4675.0,1
4833,Malvern,109/14 Elizabeth St,2,u,650000.0,VB,Gary,18/06/2016,7.4,3144.0,2.0,2.0,1.0,0.0,,,Stonnington City Council,-37.8514,145.0361,Southern Metropolitan,4675.0,0
4834,Malvern,34 Johnstone St,5,h,3400000.0,SP,Jellis,18/06/2016,7.4,3144.0,4.0,3.0,4.0,807.0,339.0,1920.0,Stonnington City Council,-37.8684,145.035,Southern Metropolitan,4675.0,1
4835,Malvern,10 Woodmason St,3,h,2355000.0,S,Marshall,18/06/2016,7.4,3144.0,3.0,2.0,4.0,471.0,235.0,1985.0,Stonnington City Council,-37.851,145.0316,Southern Metropolitan,4675.0,1
4836,Malvern,18 Soudan St,5,h,4240000.0,S,Marshall,19/11/2016,7.4,3144.0,5.0,3.0,3.0,580.0,320.0,1890.0,Stonnington City Council,-37.8653,145.0304,Southern Metropolitan,4675.0,1
4837,Malvern,3/298 Glenferrie Rd,3,u,927000.0,S,Jellis,22/05/2016,7.4,3144.0,3.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8549,145.0298,Southern Metropolitan,4675.0,1
4838,Malvern,13 Euston St,1,h,2605000.0,S,Jellis,22/08/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4839,Malvern,7 Hunter St,2,h,1326000.0,S,J,22/08/2016,7.4,3144.0,2.0,1.0,0.0,254.0,100.0,1900.0,Stonnington City Council,-37.8674,145.0355,Southern Metropolitan,4675.0,1
4840,Malvern,3 Mary St,4,h,4525000.0,PI,Marshall,22/08/2016,7.4,3144.0,4.0,4.0,2.0,716.0,159.0,1925.0,Stonnington City Council,-37.8469,145.0377,Southern Metropolitan,4675.0,1
4841,Malvern,24/1231 Malvern Rd,2,u,660000.0,S,Thomson,24/09/2016,7.4,3144.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.852,145.0343,Southern Metropolitan,4675.0,0
4842,Malvern,2 McArthur St,4,h,1617000.0,S,O'Donoghues,24/09/2016,7.4,3144.0,2.0,1.0,0.0,337.0,,,Stonnington City Council,-37.8575,145.0392,Southern Metropolitan,4675.0,1
4843,Malvern,20 Gordon Gr,4,h,1965000.0,SP,Jellis,25/02/2017,7.4,3144.0,4.0,2.0,1.0,300.0,185.0,1890.0,Stonnington City Council,-37.8638,145.0298,Southern Metropolitan,4675.0,1
4844,Malvern,58 Horace St,3,h,2325000.0,PI,RT,25/02/2017,7.4,3144.0,3.0,2.0,2.0,347.0,,,Stonnington City Council,-37.8602,145.0399,Southern Metropolitan,4675.0,1
4845,Malvern,50 Hunter St,4,h,3470000.0,S,Marshall,25/02/2017,7.4,3144.0,4.0,3.0,2.0,585.0,248.0,1915.0,Stonnington City Council,-37.868,145.03799999999998,Southern Metropolitan,4675.0,1
4846,Malvern,8/6 Irving St,2,u,740000.0,S,Marshall,25/02/2017,7.4,3144.0,2.0,1.0,1.0,0.0,91.0,1967.0,Stonnington City Council,-37.8597,145.0322,Southern Metropolitan,4675.0,0
4847,Malvern,17 Spring Rd,4,h,5075000.0,S,RT,25/02/2017,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4848,Malvern,3/197 Wattletree Rd,5,h,2325000.0,S,Marshall,25/02/2017,7.4,3144.0,5.0,3.0,2.0,501.0,233.0,2006.0,Stonnington City Council,-37.8631,145.0353,Southern Metropolitan,4675.0,1
4849,Malvern,5a Ewart St,3,h,1970000.0,S,Marshall,27/06/2016,7.4,3144.0,3.0,2.0,1.0,246.0,106.0,1910.0,Stonnington City Council,-37.871,145.0364,Southern Metropolitan,4675.0,1
4850,Malvern,8/236 Wattletree Rd,1,u,405000.0,S,Marshall,27/06/2016,7.4,3144.0,1.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8637,145.0373,Southern Metropolitan,4675.0,0
4851,Malvern,11 Childers Rd,2,h,1475000.0,S,Marshall,27/11/2016,7.4,3144.0,2.0,1.0,1.0,232.0,95.0,2001.0,Stonnington City Council,-37.8686,145.03799999999998,Southern Metropolitan,4675.0,1
4852,Malvern,122/14 Elizabeth St,2,u,640000.0,PI,Ray,27/11/2016,7.4,3144.0,2.0,2.0,1.0,0.0,,,Stonnington City Council,-37.8514,145.0361,Southern Metropolitan,4675.0,0
4853,Malvern,3/3 Irving St,2,u,700000.0,VB,Direct,27/11/2016,7.4,3144.0,2.0,1.0,2.0,0.0,,1998.0,Stonnington City Council,-37.8597,145.0318,Southern Metropolitan,4675.0,0
4854,Malvern,2/5 Moorakyne Av,4,h,1395000.0,S,Marshall,27/11/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4855,Malvern,4/8 Park St,3,u,1000000.0,VB,Jellis,28/05/2016,7.4,3144.0,3.0,2.0,1.0,176.0,,,Stonnington City Council,-37.8563,145.0369,Southern Metropolitan,4675.0,1
4856,Malvern,1/58 Cawkwell St,2,u,584000.0,S,Gary,28/08/2016,7.4,3144.0,2.0,1.0,1.0,0.0,74.0,1971.0,Stonnington City Council,-37.854,145.041,Southern Metropolitan,4675.0,0
4857,Malvern,5 Northbrook Av,4,h,4940000.0,S,Abercromby's,28/08/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4858,Malvern,13/200 Wattletree Rd,1,u,420000.0,SP,hockingstuart,28/08/2016,7.4,3144.0,1.0,1.0,3.0,0.0,,,Stonnington City Council,-37.8633,145.0336,Southern Metropolitan,4675.0,0
4859,Malvern,17 McKinley Av,5,h,4980000.0,S,Marshall,30/07/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,1
4860,Malvern,25/158 Wattletree Rd,2,u,670000.0,VB,Jellis,30/07/2016,7.4,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0,0
4861,Malvern,31a Winter St,3,h,2300000.0,S,Jellis,30/07/2016,7.4,3144.0,3.0,2.0,2.0,313.0,,1920.0,Stonnington City Council,-37.8603,145.0322,Southern Metropolitan,4675.0,1
4862,Malvern East,9 Chanak St,3,h,1490000.0,S,Marshall,3/09/2016,11.2,3145.0,3.0,1.0,1.0,322.0,137.0,1910.0,Stonnington City Council,-37.8726,145.0396,Southern Metropolitan,8801.0,1
4863,Malvern East,1/13 Goode St,3,h,1210000.0,S,Marshall,3/09/2016,11.2,3145.0,3.0,2.0,1.0,337.0,146.0,1993.0,Stonnington City Council,-37.8833,145.0697,Southern Metropolitan,8801.0,1
4864,Malvern East,44 Thurso St,4,h,1300000.0,S,J,3/09/2016,11.2,3145.0,3.0,2.0,2.0,644.0,,,Stonnington City Council,-37.8747,145.0836,Southern Metropolitan,8801.0,1
4865,Malvern East,375 Waverley Rd,4,h,1675000.0,PI,Thomson,3/09/2016,11.2,3145.0,3.0,2.0,4.0,727.0,,,Stonnington City Council,-37.8779,145.0651,Southern Metropolitan,8801.0,1
4866,Malvern East,1/52 Bowen St,3,u,980000.0,S,Noel,3/12/2016,11.2,3145.0,3.0,1.0,2.0,317.0,,1940.0,Stonnington City Council,-37.8832,145.0779,Southern Metropolitan,8801.0,1
4867,Malvern East,8 Dundonald Av,4,h,2055000.0,S,Marshall,3/12/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,1
4868,Malvern East,41 Emo Rd,4,h,2400000.0,VB,hockingstuart,3/12/2016,11.2,3145.0,4.0,2.0,2.0,758.0,,,Stonnington City Council,-37.8757,145.0518,Southern Metropolitan,8801.0,1
4869,Malvern East,78 Emo Rd,4,h,2355000.0,S,Marshall,3/12/2016,11.2,3145.0,4.0,2.0,3.0,0.0,223.0,1915.0,Stonnington City Council,-37.8755,145.0523,Southern Metropolitan,8801.0,1
4870,Malvern East,11 Findon St,2,h,1036000.0,S,Biggin,3/12/2016,11.2,3145.0,2.0,1.0,1.0,310.0,102.0,1910.0,Stonnington City Council,-37.8717,145.0399,Southern Metropolitan,8801.0,1
4871,Malvern East,1894 Malvern Rd,4,h,1301000.0,PI,Marshall,3/12/2016,11.2,3145.0,4.0,3.0,2.0,611.0,,,Stonnington City Council,-37.8724,145.0628,Southern Metropolitan,8801.0,1
4872,Malvern East,16A Manning Rd,3,h,2273000.0,S,Marshall,3/12/2016,11.2,3145.0,3.0,3.0,1.0,376.0,254.0,1930.0,Stonnington City Council,-37.8727,145.0458,Southern Metropolitan,8801.0,1
4873,Malvern East,35 Warley Rd,5,h,2350000.0,PI,Jellis,3/12/2016,11.2,3145.0,5.0,2.0,2.0,567.0,327.0,1915.0,Stonnington City Council,-37.8786,145.0495,Southern Metropolitan,8801.0,1
4874,Malvern East,32/997 Dandenong Rd,2,u,350000.0,VB,Ray,4/02/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4875,Malvern East,1281B Dandenong Rd,4,h,1215000.0,PI,Thomson,4/03/2017,11.2,3145.0,4.0,2.0,2.0,207.0,,,Stonnington City Council,-37.8845,145.072,Southern Metropolitan,8801.0,1
4876,Malvern East,3/919 Dandenong Rd,2,u,447000.0,S,Thomson,4/03/2017,11.2,3145.0,2.0,1.0,1.0,0.0,,1990.0,Stonnington City Council,-37.8769,145.0471,Southern Metropolitan,8801.0,0
4877,Malvern East,17 Findon St,4,h,2200000.0,VB,Jellis,4/03/2017,11.2,3145.0,4.0,2.0,2.0,541.0,,,Stonnington City Council,-37.8717,145.0403,Southern Metropolitan,8801.0,1
4878,Malvern East,4/2 Green Gables Av,2,u,866000.0,S,Jellis,4/03/2017,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4879,Malvern East,12 Hilda St,4,h,2200000.0,VB,Jellis,4/03/2017,11.2,3145.0,4.0,3.0,2.0,567.0,215.0,1920.0,Stonnington City Council,-37.8742,145.0614,Southern Metropolitan,8801.0,1
4880,Malvern East,3/6 Peverill St,2,u,790000.0,S,Noel,4/03/2017,11.2,3145.0,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington City Council,-37.8796,145.0876,Southern Metropolitan,8801.0,0
4881,Malvern East,17 The Grange,4,h,2250000.0,S,Marshall,4/03/2017,11.2,3145.0,4.0,1.0,2.0,720.0,,,Stonnington City Council,-37.8753,145.0532,Southern Metropolitan,8801.0,1
4882,Malvern East,2/240 Waverley Rd,2,u,587000.0,S,hockingstuart,4/03/2017,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4883,Malvern East,5 Anfield Ct,4,h,1185000.0,S,Marshall,4/06/2016,11.2,3145.0,3.0,2.0,2.0,797.0,180.0,1950.0,Stonnington City Council,-37.8783,145.0869,Southern Metropolitan,8801.0,1
4884,Malvern East,31 Berrima Av,4,h,1550000.0,PI,Marshall,4/06/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,1
4885,Malvern East,38 MacGregor St,3,h,1837000.0,S,Marshall,6/08/2016,11.2,3145.0,4.0,2.0,1.0,769.0,196.0,1920.0,Stonnington City Council,-37.8799,145.0552,Southern Metropolitan,8801.0,1
4886,Malvern East,2083 Malvern Rd,3,h,1105000.0,S,Buxton,6/08/2016,11.2,3145.0,3.0,2.0,2.0,331.0,,,Stonnington City Council,-37.876999999999995,145.067,Southern Metropolitan,8801.0,1
4887,Malvern East,15a Hedgeley Av,4,h,2360000.0,S,RT,7/05/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,1
4888,Malvern East,3/406 Wattletree Rd,3,t,1253000.0,S,Jellis,7/05/2016,11.2,3145.0,3.0,2.0,1.0,216.0,135.0,1994.0,Stonnington City Council,-37.866,145.0549,Southern Metropolitan,8801.0,1
4889,Malvern East,19 Belgrave Rd,3,h,1505000.0,SP,Woodards,7/11/2016,11.2,3145.0,3.0,2.0,1.0,647.0,,,Stonnington City Council,-37.8822,145.0677,Southern Metropolitan,8801.0,1
4890,Malvern East,2 Bruce St,3,h,1500000.0,VB,Marshall,7/11/2016,11.2,3145.0,3.0,1.0,1.0,693.0,,,Stonnington City Council,-37.884,145.0713,Southern Metropolitan,8801.0,1
4891,Malvern East,2/7 Gauntlet Rd,2,t,720000.0,PI,Ray,7/11/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4892,Malvern East,1872a Malvern Rd,4,h,1400000.0,VB,hockingstuart,7/11/2016,11.2,3145.0,4.0,2.0,2.0,260.0,,,Stonnington City Council,-37.8708,145.0616,Southern Metropolitan,8801.0,1
4893,Malvern East,2/82 Brunel St,2,u,720000.0,S,J,8/10/2016,11.2,3145.0,2.0,1.0,1.0,92.0,,,Stonnington City Council,-37.8706,145.0578,Southern Metropolitan,8801.0,0
4894,Malvern East,55 Emo Rd,3,h,2210000.0,SP,Ray,8/10/2016,11.2,3145.0,3.0,1.0,2.0,789.0,,,Stonnington City Council,-37.8747,145.05200000000002,Southern Metropolitan,8801.0,1
4895,Malvern East,12 Gauntlet Rd,3,t,940000.0,PI,Barry,8/10/2016,11.2,3145.0,3.0,2.0,1.0,206.0,,,Stonnington City Council,-37.8826,145.0868,Southern Metropolitan,8801.0,1
4896,Malvern East,349 Waverley Rd,5,h,1810000.0,PI,RT,10/09/2016,11.2,3145.0,5.0,3.0,2.0,751.0,,1934.0,Stonnington City Council,-37.8775,145.0622,Southern Metropolitan,8801.0,1
4897,Malvern East,14/410 Waverley Rd,3,t,922000.0,S,Jellis,10/09/2016,11.2,3145.0,3.0,2.0,2.0,0.0,138.0,2000.0,Stonnington City Council,-37.8782,145.0649,Southern Metropolitan,8801.0,1
4898,Malvern East,8 Ash Gr,5,h,4802500.0,S,Marshall,10/12/2016,11.2,3145.0,5.0,2.0,4.0,837.0,267.0,1919.0,Stonnington City Council,-37.8756,145.0561,Southern Metropolitan,8801.0,1
4899,Malvern East,2/919 Dandenong Rd,1,u,350000.0,SP,Thomson,10/12/2016,11.2,3145.0,1.0,1.0,1.0,0.0,117.0,1975.0,Stonnington City Council,-37.8769,145.0471,Southern Metropolitan,8801.0,0
4900,Malvern East,3/1 Wilton Vale Cr,2,u,735000.0,S,Fletchers/Fletchers,11/02/2017,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4901,Malvern East,50 The Boulevard,3,h,1555000.0,S,Fletchers,12/06/2016,11.2,3145.0,3.0,2.0,2.0,691.0,150.0,1950.0,Stonnington City Council,-37.8734,145.0887,Southern Metropolitan,8801.0,1
4902,Malvern East,69 Beaver St,4,h,2123000.0,S,Jellis,12/11/2016,11.2,3145.0,4.0,3.0,2.0,412.0,254.0,1930.0,Stonnington City Council,-37.8707,145.0482,Southern Metropolitan,8801.0,1
4903,Malvern East,19 Belson St,4,h,2800000.0,S,Marshall,12/11/2016,11.2,3145.0,4.0,2.0,3.0,809.0,,1925.0,Stonnington City Council,-37.8664,145.0452,Southern Metropolitan,8801.0,1
4904,Malvern East,3/16 Carrum St,2,u,500000.0,VB,hockingstuart,12/11/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4905,Malvern East,24/997 Dandenong Rd,1,u,350000.0,VB,Ray,12/11/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4906,Malvern East,7/1 Wilton Vale Cr,2,u,840000.0,S,Marshall,12/11/2016,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0,0
4907,Malvern East,43 Kerferd St,3,h,2305000.0,S,Marshall,13/08/2016,11.2,3145.0,3.0,2.0,2.0,543.0,,,Stonnington City Council,-37.8691,145.0435,Southern Metropolitan,8801.0,1
4908,Malvern East,8 MacGregor St,4,h,1700000.0,VB,Fletchers,14/05/2016,11.2,3145.0,4.0,3.0,2.0,365.0,110.0,1930.0,Stonnington City Council,-37.8818,145.0548,Southern Metropolitan,8801.0,1
4909,Malvern East,44 Manning Rd,5,h,2500000.0,VB,Abercromby's,14/05/2016,11.2,3145.0,5.0,3.0,2.0,488.0,,,Stonnington City Council,-37.8733,145.0507,Southern Metropolitan,8801.0,1
4910,Malvern East,6/5 Peak St,2,u,370000.0,VB,hockingstuart,14/05/2016,11.2,3145.0,2.0,1.0,1.0,0.0,,1965.0,Stonnington City Council,-37.8801,145.0874,Southern Metropolitan,8801.0,0
4911,Malvern East,24 Prior Rd,2,h,1150000.0,PI,Jellis,14/05/2016,11.2,3145.0,2.0,1.0,2.0,604.0,119.0,1960.0,Stonnington City Council,-37.8835,145.0886,Southern Metropolitan,8801.0,1
4912,Malvern East,1413 Dandenong Rd,5,h,1600000.0,S,Woodards,15/10/2016,11.2,3145.0,5.0,2.0,2.0,639.0,,,Stonnington City Council,-37.8915,145.0844,Southern Metropolitan,8801.0,1
4913,Malvern East,2 Tennyson St,4,h,2001000.0,S,Marshall,15/10/2016,11.2,3145.0,4.0,2.0,2.0,526.0,243.0,1910.0,Stonnington City Council,-37.8771,145.0505,Southern Metropolitan,8801.0,1
