ID,LocX,LocY,RegDens,RegPop,MedHHInc,MeanHHSz
32185,-81.95858,29.740034,73,96,33438,3.4299999997019768
32187,-81.570093,29.589748,53,1966,30273,2.5
32189,-81.644334,29.556365,64,5925,26670,2.209999993443489
32190,-81.500086,29.332109,37,1180,29821,2.7299999967217445
32193,-81.663312,29.476035,59,871,26516,2.1699999943375587
32195,-81.892623,29.003387,60,3218,40410,2.6699999943375587
321HH,-81.842725,28.970324,,0,0,0
321XX,-81.509068,29.527076,2,115,45000,2.8799999952316284
32202,-81.651016,30.328539,89,5085,9904,1.449999999254942
32204,-81.681743,30.323806,90,7733,23957,2.139999993145466
32205,-81.720447,30.307439,93,30128,34579,2.239999994635582
32206,-81.646646,30.351006,92,21217,17169,2.5099999979138374
32207,-81.637402,30.294389,90,33773,35568,2.209999993443489
32208,-81.679331,30.392888,90,33744,31849,2.6599999964237213
32209,-81.691131,30.354588,94,39739,22202,2.589999996125698
32210,-81.739875,30.268572,90,58345,39095,2.559999994933605
32211,-81.586004,30.333022,93,34597,34232,2.4199999943375587
32212,-81.701654,30.222683,74,2480,34653,4.209999993443489
32215,-81.914859,30.23289,37,865,40714,4.36999998986721
32216,-81.583591,30.28374,88,29375,41354,2.4499999955296516
32217,-81.620986,30.24354,92,20218,39740,2.3499999940395355
32218,-81.656517,30.449096,73,37894,40691,2.6799999997019768
32219,-81.766532,30.411564,63,9573,36961,2.649999998509884
32220,-81.808653,30.329588,71,10583,41622,2.7599999979138374
32221,-81.805025,30.292631,78,17657,42816,2.769999995827675
32222,-81.81255,30.230272,73,4204,43641,2.709999993443489
32223,-81.630732,30.159091,87,25424,66079,2.649999998509884
32224,-81.470432,30.284511,85,32588,55103,2.459999993443489
32225,-81.49965,30.348585,86,45745,55966,2.75
32226,-81.525517,30.453405,55,8032,53008,2.6299999952316284
32227,-81.410494,30.383023,83,5267,36541,3.899999998509884
32233,-81.409496,30.343407,90,25384,40636,2.5699999928474426
32234,-81.983646,30.226463,43,6185,37917,2.75
32244,-81.748943,30.222489,86,46852,41769,2.709999993443489
32246,-81.52228,30.296911,85,36012,43672,2.6999999955296516
32250,-81.39844,30.284641,89,23944,48157,2.1699999943375587
32254,-81.725096,30.336038,83,14801,25807,2.769999995827675
32256,-81.546043,30.206922,74,29254,45460,2.0699999928474426
32257,-81.605972,30.192434,90,36360,48452,2.4299999997019768
32258,-81.56882,30.148209,80,12480,70131,2.869999997317791
32259,-81.60274,30.092346,71,18087,80945,3
32266,-81.403081,30.316641,91,7233,53727,2.209999993443489
32277,-81.59087,30.364339,94,27640,45670,2.5499999970197678
322HH,-81.594312,30.314922,,0,0,0
32301,-84.269035,30.431283,87,27316,29349,1.949999999254942
32303,-84.315281,30.486061,81,44634,37853,2.3199999928474426
32304,-84.323943,30.446766,89,38549,14826,2.059999994933605
32308,-84.160491,30.531677,72,44753,55788,2.389999993145466
32310,-84.348032,30.400318,68,30183,27312,2.5
32311,-84.188418,30.403146,63,25929,51166,2.5799999982118607
32312,-84.259797,30.554434,70,28478,73316,2.769999995827675
32320,-85.027047,29.71877,49,3874,24702,2.3799999952316284
32321,-84.976689,30.36007,30,5410,27933,2.619999997317791
32322,-84.640708,29.912584,30,3626,25556,2.25
32323,-84.601342,29.879559,83,377,16731,1.619999997317791
32324,-84.821809,30.687983,52,5192,29664,2.3599999994039536
32327,-84.355333,30.194939,48,18819,38844,2.639999993145466
32328,-84.892473,29.825252,15,2913,32441,2.339999996125698
32330,-84.743464,30.571364,61,954,29286,3.0299999937415123
32331,-83.651121,30.442203,20,4097,28239,2.559999994933605
32332,-84.662927,30.616479,67,2137,24156,3.389999993145466
32333,-84.413763,30.607352,58,11779,36355,2.559999994933605
32334,-84.777676,30.381958,15,1526,33831,2.2899999991059303
32335,-85.044776,30.060351,3,17,18750,1.419999998062849
32336,-83.823907,30.416739,19,1132,26667,2.6799999997019768
32337,-84.020839,30.478502,55,18,18750,3
32340,-83.403032,30.476181,44,12610,25891,2.589999996125698
32343,-84.46259,30.494878,49,1330,25833,2.989999994635582
32344,-83.88017,30.530854,35,10403,33058,2.4799999967217445
32346,-84.387984,29.983931,45,2155,28875,2.239999994635582
32347,-83.581194,30.080602,43,17402,30054,2.559999994933605
32350,-83.325451,30.594145,34,1140,29750,2.5799999982118607
32351,-84.614704,30.573563,54,23695,30602,2.75
32355,-84.209234,30.162414,52,277,25156,2.0099999979138374
32356,-83.420888,29.900822,15,75,66406,2.589999996125698
32357,-83.630822,30.28163,16,137,44688,2.1099999994039536
32358,-84.505959,30.029899,18,1857,36486,2.399999998509884
32359,-83.384166,29.673459,21,1375,26188,2.0699999928474426
32360,-84.883556,30.184365,6,27,30781,2.25
32361,-83.988825,30.357761,61,525,36786,3.0299999937415123
32399,-84.233313,30.420146,,0,0,0
323HH,-84.491514,30.072198,,0,0,0
323XX,-83.972658,30.137453,2,557,28750,2.399999998509884
32401,-85.652977,30.161901,88,24578,25311,2.2899999991059303
32403,-85.609755,30.068188,58,2762,34191,3.589999996125698
32404,-85.56392,30.188585,70,34504,37354,2.5699999928474426
32405,-85.664587,30.195424,83,26364,38841,2.4099999964237213
32407,-85.812799,30.196771,69,5998,42340,2.269999995827675
32408,-85.763672,30.154621,83,12735,38568,2.1699999943375587
32409,-85.65413,30.330553,52,7236,37347,2.6299999952316284
32410,-85.414615,29.945008,79,126,36250,1.7699999995529652
32413,-85.904137,30.252616,52,9382,37790,2.1999999955296516
32420,-85.375424,30.641154,34,1803,26786,2.5
32421,-85.182297,30.5403,32,3789,29901,2.6599999964237213
32422,-86.038896,30.716494,73,66,9583,2.3799999952316284
32423,-85.056446,30.959504,23,1175,35648,2.369999997317791
32424,-85.072994,30.42007,48,7480,24888,2.489999994635582
32425,-85.67495,30.838337,46,11866,28451,2.439999997615814
32426,-85.382888,30.955359,28,1127,25817,2.6799999997019768
32427,-85.806006,30.821603,29,2764,25640,2.3799999952316284
32428,-85.5775,30.636228,46,14735,28571,2.4499999955296516
32430,-85.243812,30.438819,15,935,32670,2.25
32431,-85.393714,30.779196,40,4344,26398,2.4499999955296516
32432,-85.077906,30.713868,77,127,50313,3.019999995827675
32433,-86.14665,30.747244,42,19287,29237,2.439999997615814
32437,-85.88079,30.443152,28,683,26719,2.8799999952316284
32438,-85.416736,30.488955,43,3452,25465,2.6599999964237213
32439,-86.1675,30.482838,28,6233,32294,2.469999998807907
32440,-85.521716,30.935306,46,5552,26723,2.5
32442,-85.016191,30.698517,35,3126,32854,2.439999997615814
32443,-85.111423,30.860528,50,4770,31221,2.5299999937415123
32444,-85.645776,30.239849,85,15599,47393,2.559999994933605
32445,-85.169195,30.961401,59,2755,26111,2.439999997615814
32446,-85.220606,30.804698,47,9396,35051,2.369999997317791
32447,-85.257126,30.759353,73,236,200001,1.6499999985098839
32448,-85.232837,30.675635,43,8600,26629,2.4499999955296516
32449,-85.218925,30.283088,15,575,20787,2.6099999994039536
32455,-85.960356,30.657214,23,3787,28520,2.4499999955296516
32456,-85.327928,29.846517,29,7742,32694,2.309999994933605
32459,-86.187595,30.361248,55,6078,42359,2.219999998807907
32460,-84.945639,30.735645,52,5293,30750,2.4199999943375587
32462,-85.823572,30.563809,24,2944,23438,2.3799999952316284
32463,-85.589819,30.631345,82,113,20208,2.089999996125698
32464,-85.939884,30.892936,27,3802,26771,2.389999993145466
32465,-85.228229,30.045471,20,6481,27400,2.5
32466,-85.528914,30.373845,41,5468,35000,2.6999999955296516
324HH,-85.650381,30.289132,,0,0,0
324XX,-85.555346,30.438516,1,53,41136,2.649999998509884
32501,-87.223053,30.420997,89,16372,22351,2.2599999979138374
32503,-87.207274,30.447997,90,33023,34344,2.2599999979138374
32504,-87.189379,30.48787,87,23220,39431,2.2799999937415123
32505,-87.254721,30.441994,87,29267,25019,2.689999997615814
32506,-87.319198,30.408807,81,32782,34252,2.489999994635582
32507,-87.334516,30.360887,82,29423,35012,2.389999993145466
32508,-87.290352,30.355477,83,10389,35453,3.869999997317791
32514,-87.214855,30.527195,85,34688,39734,2.269999995827675
32526,-87.319968,30.479002,75,31641,40946,2.5999999940395355
32531,-86.686073,30.8752,24,4265,36019,2.6599999964237213
32533,-87.319791,30.600993,71,24076,44191,2.7899999991059303
32534,-87.277347,30.526345,83,12308,30192,2.5099999979138374
32535,-87.306043,30.969066,54,6520,25217,2.559999994933605
32536,-86.585334,30.760184,70,13370,36031,2.6699999943375587
32539,-86.510881,30.757479,63,19805,36571,2.649999998509884
32541,-86.433802,30.391795,78,15482,52388,2.189999997615814
32542,-86.550815,30.457156,84,9593,31598,3.4199999943375587
32544,-86.646439,30.464755,17,3047,32163,3.4799999967217445
32547,-86.621135,30.447248,92,28516,37773,2.269999995827675
32548,-86.619922,30.414932,85,22233,39035,2.2999999970197678
32561,-87.090136,30.375469,80,25971,54303,2.439999997615814
32564,-86.770756,30.717437,36,2479,35385,2.7799999937415123
32565,-87.132674,30.902015,27,5188,32554,2.489999994635582
32566,-86.890254,30.435069,65,21059,44982,2.689999997615814
32567,-86.437498,30.945123,31,3693,26333,2.5
32568,-87.478614,30.878449,21,3312,35533,2.739999994635582
32569,-86.714979,30.409902,89,11332,43442,2.5699999928474426
32570,-87.010988,30.70969,54,24817,35634,2.619999997317791
32571,-87.167247,30.627637,67,24054,43231,2.7899999991059303
32577,-87.34872,30.743945,45,4651,41908,2.7299999967217445
32578,-86.453354,30.500901,67,27894,54534,2.5699999928474426
32579,-86.573317,30.444975,87,10041,51315,2.339999996125698
32580,-86.497024,30.507047,75,4890,42052,2.309999994933605
32583,-87.001787,30.58149,60,18788,36034,2.5799999982118607
325HH,-86.966354,30.458963,,0,0,0
325XX,-86.84093,30.734743,,0,0,0
32601,-82.3244,29.653195,92,16795,17664,2.019999995827675
32603,-82.346901,29.653145,97,11565,14013,1.9799999967217445
32605,-82.368897,29.676006,88,22624,52169,2.399999998509884
32606,-82.415022,29.681426,81,17803,50963,2.339999996125698
32607,-82.396588,29.646189,86,26113,26453,2.149999998509884
32608,-82.394108,29.611545,74,37972,23963,2.239999994635582
32609,-82.295914,29.713911,65,18250,27731,2.3799999952316284
32615,-82.488725,29.801949,54,11272,44038,2.689999997615814
32616,-82.493517,29.790674,80,971,18582,2.25
32617,-82.100926,29.315961,65,3604,38627,2.7299999967217445
32618,-82.545182,29.517277,53,6694,37035,2.559999994933605
32619,-82.870625,29.764553,30,3956,31863,2.6099999994039536
32621,-82.60452,29.447069,45,3627,26487,2.739999994635582
32622,-82.303586,29.896156,28,1745,34427,2.839999996125698
32625,-83.022439,29.178171,10,1604,31418,2.189999997615814
32626,-82.868374,29.453178,36,7656,26219,2.3799999952316284
32628,-83.114804,29.630964,51,5093,27468,2.6599999964237213
32639,-82.729659,29.231843,25,304,30469,2.3199999928474426
32640,-82.030907,29.601599,42,10639,34476,2.559999994933605
32641,-82.286215,29.648594,70,13802,24903,2.8599999994039536
32643,-82.604076,29.823616,53,8866,35536,2.559999994933605
32648,-83.276046,29.458513,26,369,25268,2.309999994933605
32653,-82.390086,29.735832,68,12865,48569,2.4799999967217445
32654,-82.108193,29.459973,44,167,22946,2.2599999979138374
32656,-82.00421,29.788679,64,11658,39748,2.5799999982118607
32658,-82.398456,29.845122,41,135,22750,1.9899999983608723
32662,-82.098298,29.514298,37,58,21806,2.149999998509884
32664,-82.220695,29.450353,74,622,35724,2.0099999979138374
32666,-82.01048,29.733375,63,4479,36903,2.2299999967217445
32667,-82.277755,29.502067,39,3093,42566,2.2999999970197678
32668,-82.517765,29.282158,29,3735,27476,2.5
32669,-82.594467,29.640613,51,7503,38199,2.649999998509884
32680,-82.990262,29.643244,49,7495,24131,2.339999996125698
32681,-82.215803,29.425291,79,481,13036,2.4799999967217445
32683,-82.779654,29.319173,39,137,18250,1.9899999983608723
32686,-82.234838,29.364039,46,5247,33293,2.689999997615814
32692,-83.144011,29.330426,15,454,36667,1.9299999997019768
32693,-82.827523,29.598935,48,9753,27488,2.5299999937415123
32694,-82.162107,29.789597,44,1965,30963,2.439999997615814
32696,-82.498315,29.369207,51,10510,28133,2.5
32697,-82.426436,29.931204,68,457,34141,2.5699999928474426
326HH,-82.36117,29.523639,,0,0,0
326XX,-83.040448,29.489855,1,167,28810,3.709999993443489
32701,-81.36796,28.666249,93,22728,39623,2.209999993443489
32702,-81.640435,29.046215,29,2485,34345,2.4499999955296516
32703,-81.503197,28.658395,80,43067,39694,2.7599999979138374
32706,-81.236547,28.965591,94,173,31250,2.6999999955296516
32707,-81.31772,28.665125,89,32953,42831,2.399999998509884
32708,-81.28151,28.683408,88,38725,55645,2.719999998807907
32709,-80.994182,28.513011,23,2249,37039,2.739999994635582
32712,-81.523597,28.713173,74,29368,50410,2.839999996125698
32713,-81.312124,28.888595,76,16563,42830,2.3799999952316284
32714,-81.41112,28.663913,93,34690,44130,2.3599999994039536
32720,-81.333527,29.021782,72,27407,32688,2.399999998509884
32724,-81.279276,29.039757,73,25245,34216,2.339999996125698
32725,-81.245152,28.902426,83,38259,38271,2.649999998509884
32726,-81.680346,28.850617,81,17936,32954,2.3499999940395355
32730,-81.343877,28.653875,92,5857,37150,2.1799999997019768
32732,-81.109851,28.746588,55,5093,45503,2.7799999937415123
32735,-81.743439,28.893559,74,2648,33948,2.4199999943375587
32736,-81.5228,28.895482,51,8407,46571,2.8199999928474426
32738,-81.187645,28.910383,81,34415,41363,2.9499999955296516
32744,-81.234951,28.985274,68,2814,34081,2.369999997317791
32746,-81.339929,28.758133,86,29271,61571,2.5999999940395355
32750,-81.353845,28.703674,86,24063,55434,2.719999998807907
32751,-81.359425,28.628359,88,18434,55313,2.5399999991059303
32754,-80.890491,28.707648,54,9166,35952,2.5699999928474426
32757,-81.644759,28.786272,74,18619,37364,2.2899999991059303
32759,-80.853748,28.868986,46,2468,29063,2.3599999994039536
32763,-81.305124,28.945857,81,15125,30338,2.219999998807907
32764,-81.094801,28.834172,36,2221,36830,2.2999999970197678
32765,-81.21026,28.656375,81,44081,63639,2.9499999955296516
32766,-81.119062,28.639275,63,7192,57188,2.9799999967217445
32767,-81.501741,29.008612,43,1775,26172,2.1699999943375587
32771,-81.287612,28.803979,79,30459,32826,2.5999999940395355
32773,-81.276311,28.769173,79,23665,36851,2.6099999994039536
32775,-80.873152,28.76507,66,544,43897,2.6699999943375587
32776,-81.536898,28.804039,61,6722,44820,2.7599999979138374
32778,-81.731849,28.799017,77,14191,33221,2.059999994933605
32779,-81.417112,28.704874,82,29607,76806,2.739999994635582
32780,-80.816951,28.564077,78,30996,38596,2.2599999979138374
32784,-81.706214,28.948549,62,9177,32963,2.489999994635582
32789,-81.35594,28.598677,91,23791,45795,2.1799999997019768
32792,-81.30606,28.607077,93,51105,40199,2.2299999967217445
32796,-80.841231,28.623371,73,20471,37283,2.4799999967217445
32798,-81.575409,28.716923,79,1633,31321,1.719999998807907
327HH,-81.561208,28.947505,,0,0,0
327XX,-81.037057,28.811429,,0,0,0
32801,-81.374468,28.541879,92,8252,26006,1.5599999986588955
32803,-81.35244,28.557579,89,21454,42313,1.9799999967217445
32804,-81.393108,28.577723,88,18001,44455,2.0799999982118607
32805,-81.400891,28.53028,92,24204,21629,2.6599999964237213
32806,-81.36054,28.51483,92,26723,43883,2.2999999970197678
32807,-81.307742,28.546897,90,28620,34224,2.6699999943375587
32808,-81.443697,28.576028,93,48864,31148,2.9499999955296516
32809,-81.388148,28.463482,87,22311,34385,2.75
32810,-81.426956,28.619445,91,32998,39185,2.6999999955296516
32811,-81.439942,28.52493,93,33598,32984,2.589999996125698
32812,-81.326097,28.493531,93,36237,44566,2.5
32817,-81.247178,28.591692,89,28264,46087,2.769999995827675
32818,-81.486085,28.583103,90,35186,42596,2.9499999955296516
32819,-81.475144,28.463509,82,24169,64447,2.8199999928474426
32820,-81.107356,28.561242,64,2973,38361,2.839999996125698
32821,-81.473452,28.391608,78,14117,46034,2.1699999943375587
32822,-81.289496,28.494931,86,52279,35569,2.469999998807907
32824,-81.358982,28.410872,78,19314,45787,3.239999994635582
32825,-81.245603,28.543248,82,43397,46519,2.839999996125698
32826,-81.186347,28.584177,88,24272,32987,2.5
32827,-81.303539,28.425221,49,2187,41319,2.809999994933605
32828,-81.184045,28.542132,84,22425,60363,2.9099999964237213
32829,-81.264369,28.491653,85,3581,53719,3.1799999997019768
32831,-81.136667,28.458149,52,64,51389,2.559999994933605
32832,-81.176537,28.395979,33,1977,65476,2.809999994933605
32833,-81.090784,28.511879,63,5089,42220,2.7899999991059303
32835,-81.478636,28.528789,89,31397,50389,2.469999998807907
32836,-81.524887,28.401151,74,11981,77273,2.8599999994039536
32837,-81.41182,28.385906,87,34668,54676,2.959999993443489
32839,-81.406253,28.489758,94,40549,31200,2.689999997615814
328HH,-81.253373,28.449532,,0,0,0
32901,-80.619876,28.077494,88,22568,25261,2.0499999970197678
32903,-80.574149,28.103191,91,12708,59773,2.239999994635582
32904,-80.671672,28.073891,78,18048,39780,2.239999994635582
32905,-80.600141,28.031689,88,21919,28214,2.189999997615814
32907,-80.677299,28.012241,86,33732,42121,2.7799999937415123
32908,-80.685912,27.958982,74,5782,40575,2.8799999952316284
32909,-80.646795,27.950975,53,18299,39762,2.8199999928474426
32920,-80.605018,28.390932,89,9167,30813,1.7399999983608723
32922,-80.741965,28.366284,89,15799,23608,2.3199999928474426
32925,-80.601594,28.235092,77,2018,40282,3.309999994933605
32926,-80.795851,28.392933,73,19363,40799,2.5799999982118607
32927,-80.798877,28.47123,81,27027,43783,2.75
32931,-80.611192,28.326985,89,14666,43100,1.9099999964237213
32934,-80.692116,28.137443,81,14002,45612,2.5
32935,-80.650771,28.13926,88,40730,36528,2.269999995827675
32937,-80.599574,28.172041,92,27015,48493,2.3599999994039536
32940,-80.694026,28.21981,73,18612,61145,2.2899999991059303
32948,-80.594728,27.762118,49,5016,32724,3.5399999991059303
32949,-80.528798,27.929103,71,656,36875,2.25
32950,-80.569861,27.974173,65,4417,50313,2.5699999928474426
32951,-80.535185,28.01514,83,10588,53094,2.1699999943375587
32952,-80.6691,28.350373,85,20682,49229,2.4299999997019768
32953,-80.701984,28.396301,77,21710,42424,2.3599999994039536
32955,-80.725586,28.308581,73,26287,46276,2.4799999967217445
32958,-80.482669,27.78783,78,20503,37764,2.269999995827675
32960,-80.40294,27.636828,85,20049,30754,2.0699999928474426
32962,-80.391414,27.582151,85,20395,37148,2.309999994933605
32963,-80.372482,27.676376,79,14096,90105,2.0099999979138374
32966,-80.514681,27.645377,41,12920,35449,1.949999999254942
32967,-80.497089,27.724801,71,11452,36929,2.6299999952316284
32968,-80.45722,27.594718,66,8432,50138,2.689999997615814
32970,-80.453643,27.750176,73,84,6250,2.0999999940395355
32976,-80.514578,27.877504,70,9808,28191,1.8399999998509884
329HH,-80.578949,28.144061,,0,0,0
329XX,-80.660166,28.518972,,0,0,0
33001,-80.794053,24.841814,62,550,21858,2.1699999943375587
33004,-80.145266,26.051916,88,15104,33850,2.139999993145466
33009,-80.150041,25.987069,96,34293,26804,1.9099999964237213
33010,-80.278744,25.832374,99,45804,22815,3
33012,-80.300696,25.864773,99,74476,28676,3.019999995827675
33013,-80.271743,25.860373,98,33578,31702,3.3599999994039536
33014,-80.307324,25.902172,96,38542,38485,2.8499999940395355
33015,-80.3182,25.938687,98,49534,43677,2.9499999955296516
33016,-80.332848,25.887983,99,42995,35762,3.239999994635582
33018,-80.355097,25.895557,83,37775,45159,3.559999994933605
33019,-80.122315,26.018967,95,17661,47324,1.7599999979138374
33020,-80.149252,26.016984,97,40706,28610,2.1999999955296516
33021,-80.18922,26.023634,95,46310,41263,2.239999994635582
33023,-80.213182,25.989119,97,60806,37756,3.0799999982118607
33024,-80.238519,26.023567,95,58453,42934,2.7899999991059303
33025,-80.273268,25.990494,94,46480,45761,2.7299999967217445
33026,-80.294438,26.0267,96,29614,57355,2.5799999982118607
33027,-80.344911,25.981409,86,25864,36502,2.1599999964237213
33028,-80.347982,26.018418,92,21575,71581,3.1099999994039536
33029,-80.402122,26.006373,86,35294,76992,3.2899999991059303
33030,-80.486878,25.479438,85,27424,28910,3.3299999982118607
33031,-80.496328,25.526214,68,5388,58925,2.899999998509884
33032,-80.405215,25.524528,80,21137,33873,3.589999996125698
33033,-80.426926,25.487988,68,30874,30365,3.339999996125698
33034,-80.513827,25.431506,26,15345,21635,3.2899999991059303
33035,-80.447819,25.457913,81,2782,45905,2.3799999952316284
33036,-80.636766,24.91828,75,3519,39234,1.9399999976158142
33037,-80.407353,25.137661,70,12991,44621,2.209999993443489
33040,-81.756606,24.567593,82,34238,42255,2.2899999991059303
33042,-81.48694,24.663121,63,6080,53409,2.2299999967217445
33043,-81.343595,24.675731,69,5168,42384,2.1999999955296516
33050,-81.0278,24.731758,82,11479,36941,2.149999998509884
33054,-80.249453,25.909039,91,28231,23598,3.1799999997019768
33055,-80.277307,25.94422,97,45106,39088,3.6099999994039536
33056,-80.249621,25.946754,95,33225,39132,3.5
33060,-80.122115,26.232009,96,32998,34060,2.5699999928474426
33062,-80.095942,26.236792,95,25883,42382,1.7399999983608723
33063,-80.21016,26.251909,96,50857,38860,2.239999994635582
33064,-80.11319,26.279108,95,52776,36341,2.4799999967217445
33065,-80.255894,26.272608,97,51767,43178,2.869999997317791
33066,-80.177998,26.253238,96,16797,38319,1.8099999986588955
33067,-80.227278,26.3007,89,23208,80040,2.989999994635582
33068,-80.217764,26.21606,98,47509,39797,2.989999994635582
33069,-80.158162,26.22876,89,24777,35632,2.0299999937415123
33070,-80.531398,25.006349,78,5522,42405,2.3199999928474426
33071,-80.265642,26.242559,95,36851,67039,2.9499999955296516
33073,-80.18287,26.305433,89,20018,56054,2.5499999970197678
33076,-80.2731,26.30116,85,19576,95989,3.219999998807907
330HH,-80.767133,24.884737,,0,0,0
330XX,-80.3705,25.491437,,0,0,0
33109,-80.139077,25.759474,80,339,200001,1.7699999995529652
33122,-80.317756,25.799962,,0,0,0
33125,-80.23607,25.782176,99,48640,21106,2.839999996125698
33126,-80.297186,25.777977,94,43978,28980,2.8299999982118607
33127,-80.205808,25.813808,98,27698,20148,3.0699999928474426
33128,-80.20225,25.777143,100,7178,11873,2.389999993145466
33129,-80.206569,25.757227,98,11109,52881,2
33130,-80.203394,25.768277,100,20535,13684,2.4099999964237213
33131,-80.189309,25.767368,95,4786,56297,1.669999998062849
33132,-80.187537,25.784326,85,5192,22969,1.5999999977648258
33133,-80.244107,25.730678,97,29763,44251,2.2599999979138374
33134,-80.270343,25.753927,97,34013,44741,2.3199999928474426
33135,-80.235762,25.766577,100,35659,18903,2.5499999970197678
33136,-80.202905,25.786326,98,12986,15363,2.4499999955296516
33137,-80.190468,25.817325,98,17447,27365,2.489999994635582
33138,-80.186227,25.853184,97,29572,31879,2.5
33139,-80.141267,25.784276,100,38542,26082,1.5999999977648258
33140,-80.130851,25.814225,97,20198,50517,2.0499999970197678
33141,-80.12973,25.858573,100,36725,24535,2.209999993443489
33142,-80.236901,25.812625,97,53499,18506,2.9799999967217445
33143,-80.296423,25.702929,93,29554,44976,2.3799999952316284
33144,-80.30839,25.76226,98,25416,32258,2.959999993443489
33145,-80.23327,25.753177,99,29104,31917,2.7999999970197678
33146,-80.272559,25.720728,94,13242,96609,2.5099999979138374
33147,-80.237734,25.850124,97,50807,22072,3.3499999940395355
33149,-80.16195,25.700966,88,10513,86244,2.469999998807907
33150,-80.205669,25.851974,98,26238,21775,3.0299999937415123
33154,-80.127606,25.881391,98,13527,45016,1.969999998807907
33155,-80.306854,25.739011,96,43937,44400,2.899999998509884
33156,-80.306885,25.66558,88,31837,86823,2.9299999997019768
33157,-80.348591,25.606583,94,61100,47332,3.0399999991059303
33158,-80.316419,25.637132,87,6585,118410,3.1599999964237213
33160,-80.138619,25.941535,98,33635,33784,1.869999997317791
33161,-80.18164,25.893372,99,53183,28694,2.959999993443489
33162,-80.17839,25.929571,98,45529,32159,3.25
33165,-80.358306,25.734828,97,56985,42329,3.149999998509884
33166,-80.304767,25.824725,88,22521,43684,2.589999996125698
33167,-80.232642,25.885739,94,18081,30671,3.439999997615814
33168,-80.210321,25.892185,97,25183,31850,3.869999997317791
33169,-80.212769,25.94267,95,36358,35897,3.089999996125698
33170,-80.416642,25.559785,77,8731,26899,3.3199999928474426
33172,-80.361517,25.786634,96,38444,35381,2.769999995827675
33173,-80.361844,25.702429,96,33734,51445,2.7999999970197678
33174,-80.35919,25.763044,99,30331,33616,3.0499999970197678
33175,-80.411977,25.733204,97,52600,50194,3.339999996125698
33176,-80.359999,25.653431,93,51580,51492,2.709999993443489
33177,-80.402345,25.595983,92,45481,46699,3.5799999982118607
33178,-80.369477,25.837696,76,14973,61897,2.6999999955296516
33179,-80.179417,25.95872,97,37064,35652,2.399999998509884
33180,-80.144658,25.962069,97,20745,50740,2.0099999979138374
33181,-80.160482,25.897372,93,17811,32223,2.219999998807907
33182,-80.404673,25.781127,72,17259,57785,3.619999997317791
33183,-80.408118,25.699968,96,35403,44623,3.0699999928474426
33184,-80.40773,25.759184,98,19587,42166,3.239999994635582
33185,-80.43995,25.723173,89,9804,57029,3.3599999994039536
33186,-80.409472,25.662292,94,60128,52830,2.9099999964237213
33187,-80.476503,25.596234,74,13937,62019,3.3799999952316284
33189,-80.346706,25.574834,89,20307,41160,2.9499999955296516
33190,-80.349402,25.56071,90,4882,39356,2.959999993443489
33193,-80.447211,25.70028,91,42521,39990,3.2599999979138374
33194,-80.465105,25.745549,,0,0,0
33196,-80.459252,25.650232,64,34630,53333,3.209999993443489
331HH,-80.17311,25.808525,,0,0,0
33301,-80.131879,26.121114,95,12019,50706,1.7599999979138374
33304,-80.126465,26.137693,97,18564,31843,1.8299999982118607
33305,-80.126067,26.153728,95,11888,41438,1.949999999254942
33306,-80.113798,26.165212,95,4029,50536,1.8599999994039536
33308,-80.108462,26.191111,97,28864,46841,1.7799999974668026
33309,-80.172181,26.185461,91,33215,39651,2.519999995827675
33311,-80.168655,26.13883,97,65363,25557,2.969999998807907
33312,-80.179871,26.094665,93,44890,38190,2.6099999994039536
33313,-80.224469,26.148613,98,57332,28699,2.6699999943375587
33314,-80.220168,26.067966,89,23660,35669,2.439999997615814
33315,-80.154227,26.094385,89,13083,40635,2.1099999994039536
33316,-80.129313,26.101114,87,10673,48994,1.7699999995529652
33317,-80.223769,26.113664,92,34451,52327,2.809999994933605
33319,-80.221228,26.183628,96,42619,33673,2.1299999952316284
33321,-80.263102,26.211122,95,39616,35016,2.0299999937415123
33322,-80.272845,26.150863,97,40776,36276,2.149999998509884
33323,-80.314088,26.156854,87,17705,64137,3.0099999979138374
33324,-80.274698,26.110631,93,42790,46718,2.219999998807907
33325,-80.320977,26.112924,89,27529,54682,2.9099999964237213
33326,-80.376974,26.112366,92,30148,66238,2.7999999970197678
33327,-80.414414,26.120134,84,12981,100481,3.239999994635582
33328,-80.27202,26.062016,89,20445,60636,2.6999999955296516
33330,-80.315813,26.05479,81,11248,84887,3.1799999997019768
33331,-80.363739,26.056111,85,21344,88530,3.2999999970197678
33332,-80.408852,26.049367,73,3759,99269,3.3299999982118607
33334,-80.133411,26.182161,97,30705,35919,2.3499999940395355
33351,-80.271832,26.179495,96,32452,44409,2.6699999943375587
33388,-80.253269,26.120714,,0,0,0
33394,-80.139166,26.121364,,0,0,0
333HH,-80.109154,26.14175,,0,0,0
333XX,-80.713686,25.906766,,0,0,0
33401,-80.060439,26.711192,93,20486,30642,2.0299999937415123
33403,-80.070324,26.802139,94,12502,35429,2.459999993443489
33404,-80.065288,26.782114,91,29985,31118,2.519999995827675
33405,-80.058505,26.669744,94,19847,39278,2.519999995827675
33406,-80.091183,26.659294,90,25621,42497,2.619999997317791
33407,-80.072966,26.750991,90,28973,32169,2.5999999940395355
