TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,00189749,10,4,15,3,10,11,10.75,9,10.67,4,68,10,18,33,4,8,14,E,1,17,75,M,U,109300,24,59226
1,00040058,25,3,12,3,9,20,18,11.67,18,25,130,11,31,62,6,17,30,A,1,26,87,F,H,118700,46,42429
1,00040055,25,2,9,0,3,20,20,17.89,,15,81,13,34,62,6,6,23,A,1,26,81,F,U,118700,46,0
1,00040105,23,2,9,0,1,15,19,15,,17,68,13,32,54,6,6,21,A,0,21,51,F,H,70000,23,40925
0,00040138,,1,7,0,3,20,20,13.86,,18,85,13,32,59,6,6,23,A,0,33,37,M,H,59400,48,51926
1,00190377,24,4,19,2,9,24,24.5,17.89,24.5,16,106,4,12,40,2,6,19,E,0,00,,F,U,72000,0,0
1,00039542,5,1,1,1,1,16,16,16,16,18,18,10,15,12,4,6,5,F,0,20,,F,U,89300,33,0
0,00040193,,1,3,0,2,15,15,10.33,,22,67,10,17,22,4,4,9,A,0,27,38,M,H,99600,28,63202
0,00040234,,4,14,3,8,8,8.25,6.71,7.67,21,76,10,29,53,5,15,21,A,1,33,51,F,U,69900,38,0
0,00040224,,2,3,1,1,25,17.5,13.33,10,18,40,13,31,32,6,14,13,A,0,28,45,M,H,111700,28,35446
0,00040335,,4,5,3,3,6.25,6.25,7,6.25,19,32,14,28,27,6,12,10,A,0,30,,F,U,53300,23,35446
0,00040232,,2,12,0,4,25,25,13.33,,18,68,13,35,56,6,6,23,S,1,33,79,M,H,69300,38,35446
1,00040283,25,3,15,1,9,25,35,15.2,30,18,124,13,35,78,6,17,33,S,1,27,42,F,H,80100,37,36946
0,00010812,,6,26,4,11,14,14.33,11.77,14.5,5,75,31,50,90,7,18,26,S,1,28,,M,U,84700,34,0
0,00040276,,9,22,5,10,5,4.78,4.64,4.4,15,88,15,37,62,6,17,26,A,1,26,54,F,H,74700,41,36946
1,00040520,10,2,13,1,7,10,11,9.54,10,18,105,13,33,69,6,15,25,S,1,13,86,F,H,96500,43,44404
0,00040313,,2,7,0,2,35,30,15.86,,17,75,15,37,59,6,6,23,A,0,27,71,F,U,73600,25,0
1,00040341,15,3,8,1,3,16,14.67,10,16,17,65,13,27,46,6,12,16,A,0,18,73,F,H,90200,28,43310
1,00040338,21,3,5,2,3,15,15.33,12.4,15.5,26,41,10,32,35,5,16,15,A,1,18,28,F,U,90200,28,0
1,00039659,20,6,12,5,8,15,14,12.33,13.8,19,53,13,33,47,6,17,19,S,1,21,43,M,U,89700,29,43310
1,00050640,5,4,18,1,13,8,7.75,6.06,6,15,127,9,24,57,4,10,23,S,1,39,76,M,H,90800,24,43310
0,00039695,,2,15,1,6,25,22.5,11.13,25,17,80,15,37,67,6,17,27,A,1,17,60,M,U,87400,25,0
0,00185153,,2,4,2,2,25,260,138.75,260,5,29,39,53,52,6,13,11,A,0,00,,F,U,80200,0,0
1,00187639,10,3,6,2,5,10,10,8.33,10,21,43,6,14,18,2,6,8,E,0,23,,M,U,132700,30,0
0,00040396,,4,20,1,10,6,6.5,5.2,6,21,128,10,31,71,5,15,31,A,1,40,72,M,H,107100,37,64434
1,00040379,6,4,8,3,7,10,6.25,5.38,6.67,16,53,14,33,44,6,14,17,S,1,35,36,M,H,235700,21,64434
0,00040383,,3,8,0,2,7,8,6.38,,15,74,12,31,45,6,6,17,A,0,29,84,F,H,72400,53,64434
1,00040407,10,2,11,1,5,17,17,11.55,17,19,113,15,30,65,6,13,25,A,0,31,74,M,H,178500,0,69558
1,00040421,5,8,26,6,12,24,7.38,6.27,5,18,68,14,34,59,6,17,22,S,1,24,58,M,H,127000,41,69558
1,00040516,21,2,6,0,2,15,15,12.33,,15,70,12,32,53,5,5,20,A,0,23,82,F,U,193800,44,79524
0,00040501,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,13,67,M,H,325000,56,79524
1,00040566,17,6,7,1,1,15,12.17,10.86,17,18,38,14,34,35,6,15,13,S,1,17,56,F,U,153000,7,76025
0,00040565,,4,6,1,2,15,9.25,7.5,6,20,40,12,31,35,6,16,15,A,0,11,49,M,H,179300,31,76025
0,00008639,,0,11,0,4,25,0,17.18,,14,67,36,36,83,5,5,20,A,1,31,73,M,H,84200,0,0
1,00040637,20,6,20,4,11,24,19,12.5,19.75,22,124,13,35,65,6,17,30,S,1,31,65,F,H,84200,0,0
0,00040664,,2,11,0,7,21,19,11.75,,25,118,11,32,70,6,6,32,A,1,24,79,F,H,83800,44,55882
0,00040659,,1,7,0,4,6,15,11.29,,16,79,13,32,53,6,6,21,A,1,27,78,M,H,67200,33,55882
1,00002085,20,6,13,4,8,20,19.67,19.31,20.75,7,64,27,49,85,11,22,31,A,1,27,52,M,H,85200,41,55882
1,00040655,20,1,9,0,5,20,20,11,,18,69,13,32,51,6,6,20,A,1,26,61,M,H,81000,50,55882
1,00035581,15,2,7,1,4,15,13,10.43,11,20,87,14,31,42,4,11,15,A,0,12,68,M,U,90600,35,0
0,00080946,,2,5,1,3,55,52.5,39,50,18,76,8,25,41,4,13,18,A,0,36,,F,U,65100,38,33583
0,00040757,,4,4,3,3,15,12.5,12.5,11.67,17,24,13,23,23,6,11,9,N,1,24,85,M,U,83500,37,0
0,00040804,,4,7,2,3,5,7.5,6.14,7.5,18,41,13,31,35,6,14,14,A,1,37,72,M,U,78800,45,33581
0,00040820,,6,19,6,12,15,8,7.63,8,18,93,14,32,65,6,17,25,S,1,41,70,F,H,53500,52,33581
0,00040845,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,40,,F,H,88300,34,64275
0,00013424,,7,25,4,10,10,10.57,9.08,10.5,18,74,28,49,80,6,17,25,S,1,12,,F,U,96100,29,0
1,00016871,20,2,12,1,4,20,20,14.75,20,23,69,12,33,59,6,16,22,S,1,34,75,M,U,148800,20,79249
0,00040891,,4,6,2,3,50,50,50,50,25,57,13,35,51,6,17,21,A,0,36,77,F,H,93300,39,79249
1,00040919,10,6,12,3,6,11,9.67,7.17,11,16,115,11,25,43,5,11,15,A,1,28,79,U,U,77200,60,44789
1,00040968,17,3,6,2,5,20,16.67,13.67,17.5,17,51,13,34,45,6,16,18,A,1,40,,F,U,96100,36,0
1,00040956,25,1,1,0,0,15,15,15,,15,15,7,9,9,2,2,3,E,0,37,73,F,U,87600,41,52299
1,00011115,10,2,8,2,4,20,15,13.75,15,6,81,27,42,76,6,13,20,A,0,40,47,M,H,95400,37,52299
0,00040977,,1,9,0,5,25,25,11.44,,18,122,13,29,62,6,6,27,A,1,36,59,F,H,70000,34,52299
0,00041000,,3,5,2,4,30,20.33,18.2,15.5,26,41,13,35,38,5,16,15,A,0,29,,F,U,90700,59,0
0,00039070,,1,3,0,1,25,25,21.67,,18,52,13,27,37,6,6,16,A,0,33,56,M,H,92400,30,48226
1,00041434,5,3,17,2,7,5,9.67,6.59,8.5,17,130,12,31,72,6,15,29,A,1,10,50,M,H,78200,38,48226
0,00041068,,2,4,1,1,13,14,11,13,17,39,13,32,32,6,14,13,A,0,24,,M,U,136500,37,0
1,00040351,30,1,5,0,3,30,30,28,,17,93,15,28,56,6,6,21,A,0,18,,U,U,107400,38,0
1,00041091,10,3,14,1,10,10,9,7.21,10,18,120,15,34,68,6,14,28,S,1,29,71,F,H,66100,46,66256
1,00041089,5,3,24,0,10,11,9.67,7.08,,19,110,10,25,64,4,4,24,S,1,28,75,F,U,88300,33,66256
0,00041078,,1,3,0,1,15,15,10.33,,18,52,10,24,32,4,4,11,A,0,24,53,F,H,89100,30,66256
0,00041094,,3,18,1,10,10,7.33,11.78,10,16,123,14,33,80,5,13,31,S,1,30,,M,H,83200,27,66256
1,00041222,20,2,9,1,6,20,20,11.44,20,18,125,13,35,63,6,17,29,A,0,21,32,M,U,95600,30,0
1,00041187,15,2,2,2,2,15,15,15,15,21,28,11,22,23,4,10,9,A,0,10,,M,U,51400,15,0
0,00043706,,5,5,2,2,10,7.6,7.6,6.5,16,29,13,26,24,6,12,10,A,0,20,,M,H,50800,55,32547
0,00041221,,1,8,1,4,15,15,8.38,15,17,113,7,15,31,2,6,12,A,1,10,76,M,H,54500,35,56069
1,00041243,12,2,11,0,6,12,11,9.82,,20,102,13,33,64,6,6,26,A,1,16,75,F,U,55600,45,0
1,00033003,8,7,8,3,4,10,7.71,7.38,8,16,45,16,33,38,6,14,14,A,0,24,45,F,U,83100,28,51939
0,00044604,,4,15,3,7,2,6.75,4.87,7.33,16,77,7,24,44,4,13,19,A,1,31,,U,U,57100,47,0
1,00041288,9,9,11,6,7,6,5.11,5,4.83,17,41,7,23,27,4,14,13,S,1,08,84,M,H,46600,25,33286
1,00041312,23,1,11,0,6,17,17,11.09,,18,123,15,34,71,6,6,31,A,1,09,67,F,H,57700,30,33286
0,00041295,,2,6,2,3,3,9,4.83,9,18,52,11,27,34,5,11,13,A,0,08,59,F,U,73000,42,33286
0,00041332,,1,7,1,6,20,20,15.71,20,21,104,12,31,66,6,15,25,A,1,25,,F,U,55000,14,0
1,00041325,12,5,6,1,2,7,6.2,5.67,7,18,41,12,27,25,6,12,11,A,0,16,34,F,U,80300,34,0
0,00041022,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,25,71,M,U,55000,14,34909
1,00041384,12,5,14,3,6,13,12,9.43,12.67,19,77,13,34,59,6,16,23,S,1,21,46,F,H,55600,35,48602
0,00041376,,4,4,2,2,14,12.25,12.25,12,17,32,13,29,28,6,13,11,A,0,16,56,F,U,59700,37,0
0,00041396,,2,6,1,3,18,17,14.5,16,21,81,12,32,55,6,16,23,A,0,21,62,F,H,60700,37,37692
1,00041448,15,5,7,2,3,12,11.4,9.86,11,17,44,15,33,37,6,15,15,A,1,03,55,F,U,150300,31,0
1,00041445,35,1,2,0,0,20,20,17.5,,26,35,9,25,24,4,4,10,A,0,12,45,M,H,100700,26,61534
0,00041463,,1,1,0,0,20,20,20,,20,20,10,17,14,4,4,6,F,0,21,43,F,H,32500,19,35460
1,00041482,5,7,17,4,11,5,5,3.41,5,18,125,11,30,60,6,16,28,A,1,30,72,F,H,51300,34,35460
1,00041545,5,4,19,2,9,5,6.5,5.79,7,15,105,13,29,64,5,12,25,S,1,18,,M,U,65800,25,0
0,00041512,,2,8,2,4,20,20,17.63,20,19,52,14,36,50,6,17,19,A,0,12,34,F,H,90600,25,61471
1,00041537,50,6,7,3,3,15,15.83,14.29,16.67,17,44,13,31,37,6,15,15,A,1,18,36,F,U,74200,35,0
1,00190626,10,2,14,2,11,10,14,8.79,14,22,130,12,31,73,6,16,31,S,1,30,68,M,U,76800,44,59625
1,00041569,18,3,6,1,2,18,14.33,10,16,17,53,15,36,45,6,16,18,A,0,03,72,F,H,107900,11,82495
0,00011048,,5,12,4,7,10,10,7.92,10,17,65,19,35,68,6,15,19,A,0,07,73,F,H,76900,31,82495
1,00041604,10,3,13,2,8,12,10.67,8.31,11,17,81,8,20,41,4,10,15,S,1,12,73,F,H,91900,37,55485
0,00041614,,3,6,2,5,20,18.67,16.17,19,21,112,13,29,54,6,14,22,A,0,17,36,M,H,60900,29,43639
0,00041347,,2,4,1,1,15,20,20,25,18,35,14,32,32,6,15,13,A,0,17,,U,U,60900,29,0
1,00040786,5,3,16,1,9,5,5.67,11.38,5,18,91,13,31,59,5,13,22,S,1,37,72,M,H,116300,42,0
0,00013004,,4,25,2,12,10,10,9.48,10,16,105,25,41,88,5,14,30,A,1,10,27,F,U,33100,30,36433
0,00041661,,2,2,0,0,15,10,10,,15,20,12,19,16,5,5,7,N,0,16,,F,U,57600,39,0
1,00041666,5,5,5,4,4,11,11.4,11.4,11.25,22,32,12,31,30,6,15,13,A,0,13,52,F,H,149500,40,45345
0,00041699,,4,17,2,12,10,13,12.06,16,18,127,14,35,79,6,16,32,S,1,20,7,M,U,61300,47,45345
1,00057017,20,1,1,1,1,20,20,20,20,23,23,10,17,15,3,6,5,N,0,36,,F,U,48400,41,0
1,00041715,3,7,10,2,4,5,3.57,3.3,3,18,45,12,31,35,6,15,15,A,1,09,,U,U,69600,34,0
1,00011011,20,4,18,4,8,15,15,12.61,15,5,75,30,52,90,7,18,25,A,1,21,71,M,H,55900,36,53090
0,00041731,,4,4,2,2,10,10,10,10,18,24,13,23,22,6,11,9,N,0,05,65,F,H,59800,37,60060
0,00041922,,2,2,1,1,60,55,55,60,16,20,14,21,20,6,9,7,N,0,05,,U,U,59800,37,0
1,00041936,13,5,9,3,5,15,13.2,14.44,13.33,18,79,10,25,37,4,11,13,A,1,05,,U,U,110300,47,0
0,00041981,,4,17,3,8,10,13,8.76,13.33,18,123,14,36,79,6,17,33,A,1,23,36,F,U,109400,31,35178
1,00041785,17,5,10,3,7,20,14.8,11.2,13,16,56,15,33,46,5,15,20,S,1,23,69,F,H,97200,38,62369
0,00041834,,3,35,3,21,10,10,6.74,10,26,129,9,30,80,4,14,32,A,1,29,7,M,U,59300,43,0
0,00041839,,6,22,4,12,10,6.83,6.36,6.25,18,126,9,26,68,4,13,28,S,1,10,87,F,H,59300,54,40993
1,00041819,15,2,2,0,0,15,10,10,,20,32,10,22,23,4,4,7,A,0,10,49,M,H,46700,36,40993
1,00045390,20,2,11,0,3,15,15.5,12.27,,26,85,10,31,63,5,5,24,S,1,20,7,F,U,98900,32,0
0,00000186,,12,76,4,23,11,10.83,8.82,11,15,125,28,50,131,10,21,46,S,1,00,,F,U,91000,0,0
1,00041905,15,3,20,2,10,6,6.67,6.6,6,18,111,13,32,73,6,15,28,S,1,10,,F,U,46900,45,0
1,00014638,60,2,5,0,0,50,50,33,,25,56,15,32,60,6,6,18,A,1,29,,M,U,112800,49,0
1,00041899,10,5,13,3,7,10,10,7.85,10,24,88,11,32,57,6,17,24,A,1,08,,M,U,61800,42,0
0,00041921,,2,2,1,1,25,25,25,25,17,20,13,19,18,6,9,7,N,0,05,69,F,H,60800,29,47060
1,00041920,15,1,1,0,0,15,15,15,,20,20,10,16,15,4,4,5,F,0,10,55,M,H,46700,36,47060
0,00041986,,1,1,1,1,50,50,50,50,16,16,12,17,14,5,7,6,F,0,08,37,F,H,53800,39,39703
0,00042021,,2,2,0,0,20,12.5,12.5,,20,31,11,22,22,4,4,7,A,0,10,39,M,H,42900,35,32350
0,00003214,,3,13,1,5,25,16.67,16.38,25,4,81,30,52,82,7,18,28,A,1,12,7,M,H,0,41,0
1,00186731,15,1,16,1,14,15,15,11.13,15,18,112,9,17,45,2,6,20,E,1,00,63,F,U,51200,28,0
0,00042055,,1,5,0,4,20,20,15.2,,26,88,9,25,50,4,4,18,A,1,07,,F,U,69000,0,0
1,00045008,10,3,10,1,5,20,18.33,10.9,15,16,65,13,35,54,6,17,21,A,1,08,51,F,H,65100,43,40114
0,00045065,,3,4,3,4,25,19,15.5,19,16,41,13,33,35,6,16,15,A,1,29,,F,U,60100,40,45905
0,00045047,,2,13,1,4,15,15,14.31,15,19,86,13,33,66,6,15,24,S,1,10,65,F,U,58400,37,45905
1,00001292,15,3,5,2,2,7,9,7.6,10,18,57,15,31,40,6,14,15,A,1,29,47,M,H,69200,44,53046
1,00045116,5,6,23,3,15,5,5,4.91,5,15,130,7,27,73,4,14,31,S,1,13,84,M,U,164200,43,53046
1,00045101,3,7,8,6,7,3,4.29,4.13,4,4,33,13,27,29,7,15,13,S,1,22,,F,H,117300,39,53046
1,00008330,5,1,11,0,5,5,5,5.73,,5,92,24,41,70,4,4,17,A,0,29,72,F,H,74200,49,43877
1,00045134,12,4,12,3,8,12,14.25,12.67,15,18,110,8,25,52,4,13,22,S,1,28,83,M,U,73600,43,43877
0,00041575,,4,11,1,5,10,10,10,10,17,105,14,33,64,6,15,26,A,1,02,86,U,U,73800,37,0
1,00002194,4,7,15,6,10,4,4.43,4.07,4.5,12,63,21,40,59,9,19,25,S,1,00,37,M,H,100600,0,50524
1,00045158,10,6,14,4,9,10,9.67,8.5,9.5,19,89,13,35,62,6,17,25,S,1,28,63,F,H,91700,38,50524
0,00045313,,3,6,2,3,15,13.67,11,15,20,93,12,29,50,6,13,20,A,0,16,73,U,U,67500,33,0
0,00045305,,3,5,2,3,53,49.67,44.8,51.5,22,41,13,35,37,6,17,16,A,0,08,75,M,U,71200,41,0
1,00014388,10,8,30,6,17,4,4.75,6.27,4.83,20,143,11,30,83,5,15,29,S,1,16,35,M,U,86500,37,0
0,00045327,,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,16,,M,U,86500,37,0
1,00187748,7,5,8,4,5,6,9.8,8.38,9.5,16,52,7,15,23,2,6,9,E,1,00,,U,U,86500,0,0
1,00015017,18,4,21,2,12,12,11,8.76,11,17,75,5,13,30,2,6,13,E,1,00,,F,U,76200,26,46993
1,00045356,8,6,23,3,10,8,8,6.61,8,18,104,12,33,72,5,15,28,S,1,07,77,M,H,76200,41,46993
1,00045351,25,2,4,1,2,20,24.5,26,20,20,52,13,34,45,6,17,20,A,0,28,68,F,U,96900,45,0
0,00012955,,4,15,2,7,11,10.75,8.67,11.5,17,86,20,40,71,6,16,23,S,1,29,70,M,U,88000,49,0
1,00045367,30,1,1,1,1,25,25,25,25,23,23,10,20,19,4,8,7,N,0,02,32,M,U,117200,38,0
0,00045385,,7,12,3,6,7,5.86,4.83,4.33,17,57,13,35,46,6,17,19,A,1,16,,F,U,66000,34,0
1,00045551,15,2,2,2,2,15,12.5,12.5,12.5,16,31,11,25,22,4,10,9,A,0,21,,U,U,0,0,0
1,00045201,11,3,3,1,1,11,7.67,7.67,5,15,23,11,18,16,5,8,7,N,0,04,,M,U,81700,28,0
1,00042068,10,7,8,5,6,10,9.21,8.69,7.9,15,41,13,34,36,6,16,15,A,1,37,79,F,H,64500,45,35761
1,00042096,20,1,1,0,0,20,20,20,,20,20,10,17,15,4,4,6,F,0,30,,F,U,35500,43,44656
1,00042176,10,5,20,2,9,5,6,6.1,5,16,121,7,20,53,4,11,22,S,1,26,83,F,H,75900,40,49133
1,00042165,10,3,6,0,1,19,18,16.5,,18,65,13,34,53,6,6,20,A,0,40,,M,U,73400,39,0
0,00042206,,1,8,1,4,15,15,9.38,15,17,77,13,32,52,6,15,20,A,0,40,38,F,H,81000,36,63299
1,00042291,15,2,19,1,9,15,12.5,10.53,10,19,130,13,35,76,6,17,32,A,1,48,,M,U,56800,48,0
1,00042279,5,6,10,4,5,5,6.33,5.6,6.25,18,53,12,30,37,6,16,16,S,1,41,64,F,H,40000,38,34341
0,00042336,,4,15,2,9,6,6.25,5.22,6,17,114,11,31,64,5,14,28,S,1,36,48,F,U,63500,37,0
1,00188778,20,3,8,0,5,20,16.67,13.25,,5,113,14,34,60,6,6,25,A,0,00,41,U,U,63500,0,0
0,00042342,,4,19,2,14,0,7,5.84,8,14,124,14,31,71,5,12,27,S,1,37,,F,H,46900,34,33065
1,00190562,10,4,16,3,9,10,9.25,5.94,10,15,105,6,22,55,3,11,23,A,1,00,79,F,U,69500,17,34943
1,00042419,23,2,14,0,7,23,22,9.29,,18,130,13,35,75,6,6,32,A,1,53,82,M,H,51700,68,35314
0,00042399,,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,42,63,F,U,93800,38,35314
0,00042444,,9,27,4,11,6,6.22,5.48,5.5,18,68,13,35,59,6,17,23,S,1,49,69,M,H,64800,24,36042
0,00042462,,6,16,5,11,6,11.67,9.69,11.6,15,114,14,33,65,6,17,29,S,1,43,46,M,H,69600,42,36042
0,00001264,,1,2,1,1,15,15,10,15,23,56,8,19,24,3,8,9,N,0,28,71,M,H,68900,41,36042
0,00042344,,2,4,0,1,16,13,10.5,,20,42,12,32,33,6,6,14,A,0,30,37,F,H,60800,32,36042
0,00042443,,1,9,0,3,25,25,18.89,,18,67,13,33,56,6,6,21,S,1,43,,F,U,75000,26,36042
0,00042478,,1,3,0,0,15,15,12.33,,18,52,11,22,31,4,4,11,A,0,40,73,F,H,42400,42,44003
1,00042501,15,3,5,1,2,15,9.67,9.8,11,18,40,12,32,35,6,15,14,A,1,53,77,F,H,33500,21,32263
1,00042509,12,2,12,0,7,10,10,10.33,,18,89,14,33,61,5,5,22,A,1,33,75,M,H,69800,52,32263
1,00042499,10,4,6,4,4,5,7.5,6.67,7.5,18,33,12,28,28,6,15,13,S,1,48,68,M,H,68000,40,32263
0,00008436,,1,19,1,4,15,15,13.26,15,17,198,16,30,61,8,15,19,A,0,37,84,F,H,60300,52,40839
1,00042543,20,4,4,2,2,14,8.75,8.75,8,18,27,16,29,27,6,12,10,A,1,46,,M,U,41900,16,34330
1,00042548,11,2,13,0,9,11,11,8.77,,18,126,14,33,68,5,5,28,A,1,41,73,F,H,39800,24,17589
0,00042574,,1,10,1,6,15,15,11.3,15,20,101,11,26,63,4,10,26,A,1,22,68,F,H,81900,51,39664
0,00188283,,3,19,1,11,10,8.33,7.53,5,6,131,22,42,83,7,16,33,A,1,27,79,F,H,101000,34,39664
0,00011543,,3,13,3,5,20,16.33,13.46,16.33,17,56,23,43,71,6,17,21,A,1,28,59,F,H,58600,43,36879
1,00042589,15,2,4,2,3,15,12.5,9.75,12.5,17,53,14,33,41,6,14,15,A,0,28,69,F,H,82200,44,36879
1,00033190,11,4,25,2,13,12,10.75,7.16,11,21,102,14,33,71,6,15,27,S,1,24,44,F,U,101000,40,0
0,00042618,,3,13,1,7,15,11,7,15,21,122,13,34,67,6,16,27,A,1,28,77,F,H,78700,44,55303
0,00004300,,5,61,3,17,15,15.4,10.64,16,15,123,38,56,122,6,14,26,A,1,00,68,M,U,71200,0,38464
1,00042686,20,1,1,1,1,20,20,20,20,21,21,11,18,16,4,7,6,F,0,28,,F,H,82400,63,46780
0,00010895,,2,10,0,2,25,22.5,13.1,,18,65,20,37,65,4,4,18,A,0,28,72,M,H,75000,40,46780
1,00042689,4,7,7,4,4,5,3.86,3.86,3.5,21,34,12,29,30,6,15,13,A,1,29,,F,U,71100,51,0
1,00042724,25,2,3,0,1,17,12,9.67,,26,52,11,24,34,4,4,11,A,0,30,61,M,U,44000,17,38632
1,00042937,20,2,7,1,2,20,20,15.57,20,16,104,15,35,60,6,15,21,A,0,46,50,M,H,94400,37,38632
0,00042791,,3,11,1,7,15,11.67,9.27,10,18,107,14,25,47,6,12,22,S,1,28,,F,H,123100,45,49147
1,00042776,16,3,3,3,3,17,14,14,14,17,33,12,30,28,6,14,12,A,0,23,,M,H,138500,39,49147
1,00042778,10,1,4,0,0,15,15,10,,26,44,9,29,34,4,4,14,A,0,33,41,F,U,73100,48,49147
0,00042856,,1,4,1,3,30,30,20,30,19,88,13,23,46,6,10,17,A,0,31,64,M,H,50400,24,25380
1,00042878,10,4,8,3,4,10,7.25,6.13,6.33,19,41,13,33,37,6,16,15,A,1,29,75,F,H,59500,44,38261
0,00042931,,2,14,0,7,26,26,14.86,,17,110,14,36,76,6,6,30,A,1,23,69,F,U,108100,44,53324
0,00042907,,2,2,2,2,15,10,10,10,24,32,10,25,23,4,10,9,A,0,23,39,F,U,159800,64,53324
1,00042913,5,5,10,3,5,15,9.4,7.2,10,16,56,13,33,50,6,16,19,A,1,28,51,M,H,95000,47,53324
0,00042940,,3,9,3,7,11,10.33,9.22,10.33,21,53,12,22,29,5,10,12,S,1,34,75,F,H,353000,42,174305
1,00043492,12,2,12,1,10,13,12,7,11,18,109,14,29,51,6,13,23,S,1,18,,F,U,66500,51,0
0,00042983,,3,7,2,4,21,22,19.14,22.5,16,53,13,33,43,6,17,19,S,1,28,76,M,H,123500,55,50351
1,00042997,7,5,16,1,6,7,7.4,6.56,7,19,77,7,27,51,3,13,21,S,1,23,79,F,H,156700,39,52313
1,00043013,20,1,5,0,4,20,20,12.4,,19,93,11,22,50,4,4,18,A,0,49,75,F,U,69700,26,35119
0,00043011,,7,11,4,6,20,14.57,14.45,13,16,89,14,35,56,6,16,22,A,0,49,61,M,H,78300,18,35119
1,00070144,15,3,12,0,6,21,17,13.58,,20,115,13,34,74,6,6,29,S,1,21,80,F,U,58500,34,39015
1,00043020,15,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,28,,F,U,73600,48,0
0,00043071,,2,11,2,8,11,11,8.45,11,19,86,13,24,42,6,12,19,A,1,37,45,F,H,70800,42,0
1,00190108,5,5,6,4,4,8,6.4,6,6.25,17,33,4,11,12,2,6,6,E,1,28,,F,U,99500,62,0
0,00189309,,5,18,1,5,1,14,8.22,20,4,64,14,35,53,6,17,21,A,1,28,73,F,U,71400,44,41061
0,00043165,,1,8,1,4,30,30,17.13,30,25,77,11,33,57,6,17,23,A,0,28,74,M,H,92500,51,41061
0,00043187,,3,9,0,2,20,3.67,5.11,,18,51,13,34,40,6,6,17,A,0,23,68,F,H,173000,61,50021
0,00069455,,3,16,3,12,100,56.67,18.31,56.67,18,112,9,21,59,4,12,25,S,1,35,86,M,H,52400,31,50021
1,00043235,15,2,5,1,4,16,15,12.8,16,21,64,12,30,47,6,14,18,A,0,28,,U,U,63900,51,0
1,00043226,20,2,2,2,2,20,15,15,15,22,29,10,23,22,4,10,9,A,0,28,75,M,H,76400,44,37377
0,00043232,,4,5,3,3,5,10.25,10.6,9,17,44,12,30,36,6,15,15,A,0,33,83,F,H,40800,49,37377
1,00190408,7,3,10,2,6,10,8.33,6.6,10,19,110,4,12,36,2,6,17,E,1,28,66,U,U,71300,45,0
1,00043010,25,2,4,1,1,25,20,17,25,22,65,15,35,46,6,15,15,A,0,42,52,F,H,56000,31,0
1,00128975,15,7,15,5,7,11,9.29,8.27,9.4,16,56,15,36,52,6,17,20,A,1,18,37,M,H,0,45,0
0,00043549,,1,4,0,1,15,15,11.75,,18,56,11,28,39,5,5,15,A,0,10,,M,U,0,0,0
1,00187417,45,3,3,2,2,10,10.67,10.67,10,16,23,5,9,8,1,3,3,E,0,10,,M,U,0,0,0
1,00043101,10,4,19,2,9,15,18.25,19,18,16,109,9,24,62,4,13,27,S,1,23,48,F,U,237900,38,0
1,00043086,20,3,3,2,2,7,7.33,7.33,6,17,24,12,23,21,6,11,9,N,0,26,72,F,U,79500,28,0
1,00043119,9,3,4,2,2,6,6.33,6.25,4.5,17,28,13,26,26,6,12,10,A,0,28,,F,U,84500,37,73831
0,00043137,,3,8,0,3,10,10,9.13,,16,72,15,34,52,5,5,19,A,0,23,57,U,U,150700,47,0
1,00043126,5,7,8,5,5,5,4.86,4.88,4.6,16,32,13,30,29,6,14,12,A,1,28,48,F,U,84500,37,0
0,00004869,,4,10,4,4,10,12,13.3,12,9,114,28,47,64,8,17,18,A,1,23,77,F,U,385400,63,0
1,00043052,5,4,9,3,5,15,10,8.11,10,18,64,7,27,41,4,13,17,A,0,23,43,F,U,203800,51,0
1,00043333,5,5,9,3,6,5,4.6,4.11,4.33,17,50,13,31,38,6,14,15,S,1,26,72,F,U,72500,36,0
1,00043321,25,1,1,1,1,25,25,25,25,21,21,12,19,17,4,7,6,N,0,23,74,U,U,145200,52,0
0,00043397,,5,6,4,5,10,8.6,8,10,21,28,12,26,26,6,14,12,A,1,40,62,M,U,88400,30,0
1,00042970,3,6,14,5,9,4,4.5,4.43,4.4,16,65,9,25,42,5,15,19,A,1,37,,M,U,88400,50,0
1,00043001,15,1,1,0,0,15,15,15,,15,15,7,9,9,2,2,3,E,0,28,,F,U,116700,37,0
0,00043311,,2,4,1,2,20,15.5,9.75,11,15,52,10,23,29,3,8,10,E,0,37,23,M,U,50200,0,0
